Time (s),T_outer (C),T_inner (C),T_ave (C)
153.96,120,121.03,120.1
293.96,120,121.99,120.24
433.96,120,122.94,120.42
583.96,120,123.97,120.64
723.96,120.01,124.93,120.87
873.96,120.03,125.97,121.14
1014,120.06,126.93,121.4
1154,120.09,127.89,121.69
1304,120.15,128.92,122.01
1444,120.22,129.89,122.32
1594,120.3,130.92,122.67
1734,120.4,131.88,123.01
1874,120.52,132.85,123.36
2024,120.65,133.88,123.75
2164,120.8,134.85,124.13
2314,120.97,135.88,124.55
2454,121.15,136.84,124.95
2594,121.34,137.81,125.36
2744,121.56,138.84,125.81
2884,121.78,139.81,126.24
3034,122.03,140.84,126.72
3174,122.28,141.81,127.17
3314,122.55,142.77,127.64
3464,122.84,143.81,128.15
3604,123.13,144.78,128.63
3754,123.46,145.81,129.16
3894,123.78,146.78,129.66
4034,124.11,147.74,130.17
4184,124.47,148.78,130.73
4324,124.83,149.74,131.26
4474,125.22,150.78,131.84
4614,125.6,151.75,132.39
4754,125.99,152.71,132.94
4904,126.42,153.75,133.54
5044,126.83,154.72,134.12
5194,127.29,155.75,134.74
5334,127.72,156.72,135.32
5474,128.17,157.69,135.92
5624,128.65,158.72,136.56
5764,129.12,159.69,137.17
5914,129.63,160.73,137.83
6054,130.11,161.7,138.45
6194,130.61,162.66,139.08
6344,131.15,163.7,139.76
6484,131.66,164.67,140.41
6634,132.21,165.71,141.08
6774,132.73,166.68,141.71
6914,133.25,167.65,142.35
7064,133.82,168.69,143.04
7204,134.36,169.65,143.7
7354,134.94,170.69,144.4
7494,135.5,171.66,145.07
7634,136.06,172.63,145.74
7784,136.66,173.67,146.47
7924,137.24,174.63,147.16
8074,137.86,175.67,147.89
8214,138.45,176.64,148.59
8354,139.04,177.61,149.29
8504,139.69,178.65,150.05
8644,140.3,179.62,150.76
8794,140.96,180.66,151.53
8934,141.58,181.62,152.25
9074,142.21,182.59,152.97
9224,142.89,183.63,153.75
9364,143.53,184.6,154.49
9514,144.22,185.64,155.28
9654,144.88,186.61,156.02
9794,145.54,187.58,156.77
9944,146.25,188.62,157.58
10084,146.92,189.59,158.33
10234,147.65,190.63,159.15
10374,148.33,191.59,159.91
10514,149.02,192.56,160.68
10664,149.76,193.6,161.51
10804,150.46,194.57,162.28
10954,151.22,195.61,163.12
11094,151.92,196.58,163.9
11234,152.64,197.55,164.69
11384,153.41,198.59,165.54
11524,154.13,199.56,166.33
11674,154.91,200.6,167.18
11814,155.64,201.57,167.98
11954,156.38,202.54,168.79
12104,157.18,203.58,169.65
12244,157.92,204.55,170.46
12394,158.73,205.59,171.33
12534,159.48,206.56,172.15
12674,160.24,207.53,172.97
12824,161.06,208.57,173.85
12964,161.82,209.54,174.67
13114,162.63,210.59,175.54
13254,163.37,211.56,176.32
13394,164.1,212.53,177.11
13544,164.89,213.57,177.96
13684,165.64,214.54,178.76
13834,166.43,215.58,179.62
13974,167.18,216.55,180.43
14114,167.93,217.52,181.24
14264,168.74,218.56,182.11
14400,169.47,219.5,182.9
