Time (s),T_outer (C),T_inner (C),T_ave (C)
153.99,300,304.6,300.39
293.99,300,306.9,300.83
433.99,300,308.43,301.22
583.99,300,309.79,301.61
723.99,300.01,311.04,301.97
873.99,300.04,312.01,302.35
1014,300.08,312.9,302.68
1154,300.13,313.8,303.02
1304,300.2,314.76,303.39
1444,300.29,315.65,303.74
1594,300.4,316.39,304.1
1734,300.52,317.08,304.43
1874,300.66,317.76,304.76
2024,300.82,318.5,305.12
2164,300.98,319.18,305.46
2314,301.17,319.81,305.81
2454,301.35,320.39,306.14
2594,301.54,320.97,306.47
2744,301.76,321.59,306.82
2884,301.98,322.17,307.16
3034,302.21,322.72,307.51
3174,302.44,323.24,307.84
3314,302.68,323.75,308.17
3464,302.94,324.3,308.52
3604,303.18,324.81,308.86
3754,303.46,325.3,309.21
3894,303.71,325.77,309.54
4034,303.98,326.23,309.87
4184,304.26,326.73,310.23
4324,304.54,327.19,310.56
4474,304.83,327.65,310.92
4614,305.11,328.07,311.25
4754,305.4,328.5,311.58
4904,305.7,328.95,311.94
5044,305.99,329.38,312.27
5194,306.31,329.8,312.62
5334,306.6,330.2,312.95
5474,306.9,330.59,313.29
5624,307.22,331.02,313.64
5764,307.52,331.41,313.97
5914,307.85,331.81,314.33
6054,308.15,332.19,314.66
6194,308.46,332.56,314.99
6344,308.79,332.96,315.35
6484,309.1,333.33,315.68
6634,309.44,333.71,316.03
6774,309.75,334.06,316.36
6914,310.07,334.42,316.69
7064,310.41,334.8,317.04
7204,310.72,335.15,317.37
7354,311.06,335.51,317.72
7494,311.38,335.84,318.05
7634,311.7,336.18,318.38
7784,312.04,336.54,318.73
7924,312.36,336.87,319.06
8074,312.71,337.21,319.4
8214,313.03,337.54,319.73
8354,313.35,337.86,320.05
8504,313.7,338.2,320.4
8644,314.02,338.52,320.73
8794,314.37,338.85,321.07
8934,314.69,339.16,321.39
9074,315.01,339.47,321.71
9224,315.36,339.79,322.06
9364,315.68,340.1,322.38
9514,316.03,340.42,322.72
9654,316.35,340.71,323.04
9794,316.68,341.01,323.36
9944,317.02,341.33,323.7
10084,317.35,341.62,324.01
10234,317.69,341.93,324.35
10374,318.02,342.22,324.66
10514,318.34,342.5,324.98
10664,318.68,342.81,325.31
10804,319,343.1,325.63
10954,319.35,343.39,325.96
11094,319.67,343.67,326.27
11234,319.99,343.94,326.58
11384,320.33,344.24,326.91
11524,320.65,344.52,327.22
11674,321,344.81,327.55
11814,321.31,345.07,327.85
11954,321.63,345.35,328.15
12104,321.96,345.64,328.46
12244,322.27,345.9,328.76
12394,322.59,346.18,329.07
12534,322.9,346.44,329.36
12674,323.21,346.7,329.65
12824,323.53,346.98,329.96
12964,323.84,347.24,330.25
13114,324.16,347.51,330.56
13254,324.46,347.76,330.85
13394,324.76,348.01,331.14
13544,325.09,348.29,331.45
13684,325.39,348.54,331.74
13834,325.71,348.8,332.04
13974,326.01,349.05,332.33
14114,326.3,349.3,332.61
14264,326.62,349.56,332.92
14400,326.91,349.8,333.19
