Time (s),T_outer (C),T_inner (C),T_ave (C)
160.95,160,161.95,160.2
340.95,160,164.17,160.56
460.95,160,165.65,160.85
580.95,160.01,167.13,161.17
760.95,160.03,169.36,161.69
880.95,160.06,170.85,162.08
1060.9,160.12,173.08,162.69
1180.9,160.18,174.57,163.13
1300.9,160.26,176.05,163.58
1480.9,160.4,178.29,164.29
1600.9,160.52,179.78,164.79
1780.9,160.73,182.01,165.56
1900.9,160.89,183.5,166.1
2020.9,161.08,184.99,166.65
2200.9,161.39,187.22,167.51
2320.9,161.62,188.71,168.09
2500.9,161.99,190.95,169
2620.9,162.27,192.44,169.63
2740.9,162.56,193.93,170.26
2920.9,163.04,196.16,171.24
3040.9,163.37,197.66,171.91
3220.9,163.91,199.89,172.94
3340.9,164.3,201.38,173.64
3460.9,164.69,202.87,174.35
3640.9,165.32,205.12,175.42
3760.9,165.75,206.61,176.14
3940.9,166.43,208.85,177.24
4060.9,166.9,210.34,177.99
4180.9,167.39,211.83,178.76
4360.9,168.14,214.07,179.92
4480.9,168.66,215.56,180.71
4660.9,169.46,217.8,181.92
4780.9,170.01,219.29,182.74
4900.9,170.58,220.79,183.57
5080.9,171.45,223.02,184.83
5200.9,172.05,224.52,185.68
5380.9,172.97,226.76,186.98
5500.9,173.61,228.25,187.86
5620.9,174.25,229.74,188.74
5800.9,175.24,231.98,190.09
5920.9,175.92,233.48,191
6100.9,176.95,235.72,192.38
6220.9,177.66,237.21,193.31
6340.9,178.37,238.71,194.25
6520.9,179.47,240.95,195.67
6640.9,180.22,242.44,196.63
6820.9,181.35,244.68,198.08
6940.9,182.13,246.18,199.06
7060.9,182.91,247.67,200.05
7240.9,184.09,249.93,201.52
7360.9,184.87,251.42,202.48
7540.9,186.06,253.66,203.94
7660.9,186.87,255.16,204.93
7780.9,187.68,256.65,205.92
7960.9,188.91,258.89,207.43
8080.9,189.74,260.39,208.44
8260.9,191.01,262.63,209.98
8380.9,191.86,264.13,211.01
8500.9,192.72,265.62,212.05
8680.9,194.03,267.86,213.62
8800.9,194.91,269.36,214.67
8980.9,196.25,271.6,216.27
9100.9,197.16,273.1,217.34
9220.9,198.07,274.59,218.42
9400.9,199.45,276.84,220.04
9520.9,200.39,278.33,221.14
9700.9,201.8,280.58,222.78
9820.9,202.75,282.07,223.89
9940.9,203.71,283.57,225
10121,205.16,285.81,226.68
10241,206.14,287.31,227.81
10421,207.62,289.55,229.5
10541,208.62,291.05,230.64
10661,209.62,292.54,231.79
10841,211.12,294.81,233.49
10961,212.1,296.3,234.59
11141,213.58,298.55,236.26
11261,214.58,300.04,237.39
11381,215.57,301.54,238.52
11561,217.08,303.78,240.22
11681,218.1,305.28,241.37
11861,219.63,307.52,243.09
11981,220.65,309.02,244.25
12101,221.69,310.52,245.41
12281,223.25,312.76,247.17
12401,224.3,314.26,248.34
12581,225.88,316.5,250.11
12701,226.94,318,251.29
12821,228.01,319.5,252.48
13001,229.62,321.74,254.27
13121,230.71,323.24,255.47
13301,232.34,325.48,257.28
13421,233.44,326.98,258.49
13541,234.54,328.48,259.7
13721,236.2,330.72,261.53
13841,237.32,332.22,262.75
14021,239,334.47,264.59
14141,240.12,335.96,265.83
14261,241.26,337.46,267.06
14400,242.58,339.2,268.5
