Time (s),T_outer (C),T_inner (C),T_ave (C)
153.9,200,201.37,200.12
293.9,200,202.65,200.31
433.9,200,203.93,200.53
583.9,200,205.3,200.81
723.9,200.01,206.58,201.1
873.9,200.02,207.95,201.43
1013.9,200.05,209.24,201.77
1153.9,200.08,210.52,202.13
1303.9,200.13,211.9,202.53
1443.9,200.2,213.18,202.92
1593.9,200.29,214.56,203.36
1733.9,200.39,215.85,203.79
1873.9,200.5,217.13,204.23
2023.9,200.65,218.51,204.72
2163.9,200.8,219.8,205.19
2313.9,200.99,221.17,205.71
2453.9,201.18,222.46,206.21
2593.9,201.39,223.75,206.73
2743.9,201.63,225.13,207.29
2883.9,201.87,226.41,207.84
3033.9,202.16,227.79,208.43
3173.9,202.44,229.08,209
3313.9,202.73,230.37,209.58
3463.9,203.07,231.75,210.21
3603.9,203.4,233.04,210.81
3753.9,203.77,234.42,211.47
3893.9,204.13,235.7,212.1
4033.9,204.51,236.99,212.74
4183.9,204.93,238.37,213.44
4323.9,205.34,239.66,214.1
4473.9,205.8,241.04,214.82
4613.9,206.24,242.33,215.5
4753.9,206.69,243.62,216.19
4903.9,207.19,245.01,216.94
5043.9,207.67,246.3,217.63
5193.9,208.19,247.68,218.38
5333.9,208.69,248.97,219.1
5473.9,209.21,250.26,219.82
5623.9,209.77,251.64,220.61
5763.9,210.31,252.93,221.35
5913.9,210.89,254.31,222.16
6053.9,211.46,255.6,222.93
6193.9,212.03,256.89,223.7
6343.9,212.65,258.27,224.54
6483.9,213.25,259.56,225.33
6633.9,213.9,260.95,226.19
6773.9,214.52,262.24,227
6913.9,215.14,263.53,227.81
7063.9,215.83,264.91,228.7
7203.9,216.48,266.2,229.53
7353.9,217.19,267.58,230.43
7493.9,217.86,268.87,231.27
7633.9,218.54,270.17,232.13
7783.9,219.28,271.55,233.05
7923.9,219.98,272.84,233.92
8073.9,220.75,274.22,234.86
8213.9,221.47,275.51,235.75
8353.9,222.2,276.81,236.64
8503.9,222.99,278.19,237.6
8643.9,223.74,279.48,238.5
8793.9,224.56,280.87,239.48
8933.9,225.32,282.16,240.39
9073.9,226.1,283.45,241.31
9223.9,226.94,284.83,242.31
9363.9,227.73,286.13,243.24
9513.9,228.59,287.51,244.25
9653.9,229.4,288.8,245.2
9793.9,230.22,290.09,246.15
9943.9,231.08,291.49,247.14
10084,231.89,292.79,248.06
10234,232.76,294.17,249.07
10374,233.58,295.46,250.01
10514,234.41,296.75,250.96
10664,235.3,298.14,251.99
10804,236.14,299.4,252.95
10954,237.05,299.44,253.87
11094,237.9,299.46,254.67
11234,238.76,299.47,255.43
11384,239.69,299.49,256.22
11524,240.56,299.5,256.93
11674,241.49,299.51,257.67
11814,242.35,299.51,258.35
11954,243.21,299.52,259.01
12104,244.13,299.53,259.7
12244,244.98,299.54,260.33
12394,245.88,299.55,261
12534,246.71,299.56,261.61
12674,247.52,299.56,262.21
12824,248.39,299.57,262.84
12964,249.18,299.58,263.42
13114,250.03,299.58,264.03
13254,250.8,299.59,264.59
13394,251.56,299.6,265.14
13544,252.36,299.6,265.72
13684,253.1,299.61,266.25
13834,253.88,299.62,266.82
13974,254.59,299.62,267.33
14114,255.3,299.63,267.84
14264,256.04,299.63,268.37
14400,256.7,299.64,268.85
