Time (s),T_outer (C),T_inner (C),T_ave (C)
153.97,100,116.46,101.58
293.97,100,131.76,103.95
433.97,100.01,147.12,106.83
583.97,100.07,163.58,110.35
723.97,100.21,178.96,114.01
873.97,100.51,195.48,118.2
1014,100.97,210.87,122.37
1154,101.62,226.27,126.82
1304,102.55,242.82,131.74
1444,103.65,258.23,136.55
1594,105.08,274.75,141.98
1734,106.64,290.21,147.09
1874,108.42,305.63,152.43
2024,110.57,322.23,158.36
2164,112.78,337.64,163.93
2314,115.38,354.18,170.15
2454,118.01,369.68,176.06
2594,120.81,385.11,182.05
2744,124.03,401.65,188.69
2884,127.19,417.17,194.92
3034,130.76,433.71,201.72
3174,134.27,449.15,208.26
3314,137.9,464.66,214.83
3464,141.96,481.21,222.01
3604,145.9,496.31,228.88
3754,150.31,496.75,235.08
3894,154.48,496.94,240.14
4034,158.78,497.04,244.81
4184,163.53,497.13,249.55
4324,168.08,497.2,253.79
4474,173.03,497.26,258.17
4614,177.71,497.32,262.13
4754,182.41,497.37,265.99
4904,187.45,497.42,270.02
5044,192.13,497.47,273.69
5194,196.8,497.54,277.49
5334,201.1,497.59,280.91
5474,205.36,497.63,284.23
5624,209.89,497.67,287.72
5764,214.07,497.71,290.9
5914,218.51,497.75,294.25
6054,222.61,497.79,297.32
6194,226.66,497.82,300.34
6344,230.94,497.86,303.52
6484,234.89,497.89,306.44
6634,238.98,497.93,309.52
6774,242.61,497.97,312.32
6914,246.2,498,315.05
7064,250,498.04,317.92
7204,253.51,498.07,320.54
7354,257.22,498.1,323.31
7494,260.65,498.13,325.84
7634,264.03,498.15,328.34
7784,267.6,498.18,330.97
7924,270.9,498.21,333.39
8074,274.38,498.24,335.94
8214,277.58,498.26,338.28
8354,280.74,498.29,340.59
8504,284.02,498.32,343.03
8644,286.94,498.35,345.26
8794,290.02,498.38,347.6
8934,292.86,498.4,349.73
9074,295.67,498.42,351.83
9224,298.65,498.45,354.04
9364,301.39,498.47,356.06
9514,304.3,498.49,358.2
9654,306.98,498.52,360.17
9794,309.62,498.54,362.1
9944,312.42,498.56,364.14
10084,315,498.58,366.02
10234,317.72,498.6,368
10374,320.23,498.62,369.83
10514,322.7,498.64,371.62
10664,325.31,498.66,373.52
10804,327.72,498.68,375.27
10954,330.15,498.7,377.11
11094,332.37,498.72,378.8
11234,334.56,498.74,380.45
11384,336.89,498.76,382.19
11524,339.03,498.78,383.78
11674,341.3,498.8,385.46
11814,343.4,498.81,387.01
11954,345.47,498.83,388.53
12104,347.67,498.85,390.13
12244,349.69,498.86,391.6
12394,351.83,498.88,393.16
12534,353.81,498.89,394.59
12674,355.76,498.91,396
12824,357.82,498.93,397.5
12964,359.71,498.94,398.87
13114,361.72,498.95,400.32
13254,363.56,498.97,401.65
13394,365.39,498.98,402.97
13544,367.31,499,404.36
13684,369.09,499.01,405.64
13834,370.96,499.03,406.99
13974,372.68,499.04,408.23
14114,374.34,499.05,409.46
14264,376.04,499.07,410.75
14400,377.57,499.08,411.9
