Time (s),T_outer (C),T_inner (C),T_ave (C)
153.99,300,308.23,300.7
293.99,300,315.89,301.75
433.99,300,323.57,303.04
583.99,300.01,331.81,304.63
723.99,300.03,339.5,306.27
873.99,300.08,347.77,308.16
1014,300.17,355.47,310.04
1154,300.32,363.17,312.03
1304,300.54,371.44,314.29
1444,300.83,379.15,316.5
1594,301.22,387.41,318.97
1734,301.67,395.15,321.31
1874,302.21,402.87,323.73
2024,302.87,411.14,326.43
2164,303.59,418.85,329.03
2314,304.46,427.13,331.91
2454,305.35,434.87,334.67
2594,306.34,442.6,337.45
2744,307.48,450.87,340.51
2884,308.64,458.6,343.44
3034,309.98,466.87,346.67
3174,311.31,474.6,349.75
3314,312.72,482.33,352.9
3464,314.31,490.62,356.33
3604,315.88,498.17,359.58
3754,317.65,498.39,362.48
3894,319.37,498.46,364.87
4034,321.18,498.51,367.09
4184,323.2,498.56,369.33
4324,325.15,498.59,371.33
4474,327.3,498.62,373.4
4614,329.36,498.65,375.26
4754,331.44,498.68,377.06
4904,333.69,498.7,378.95
5044,335.8,498.72,380.66
5194,338.07,498.74,382.46
5334,340.18,498.76,384.1
5474,342.28,498.78,385.72
5624,344.52,498.8,387.41
5764,346.59,498.82,388.97
5914,348.79,498.84,390.61
6054,350.79,498.86,392.12
6194,352.7,498.88,393.6
6344,354.73,498.9,395.15
6484,356.6,498.91,396.57
6634,358.58,498.93,398.05
6774,360.41,498.95,399.42
6914,362.22,498.96,400.76
7064,364.14,498.98,402.17
7204,365.91,498.99,403.47
7354,367.79,499.01,404.84
7494,369.52,499.02,406.1
7634,371.23,499.03,407.35
7784,373.04,499.05,408.66
7924,374.71,499.06,409.87
8074,376.47,499.07,411.14
8214,378.1,499.08,412.32
8354,379.7,499.1,413.48
8504,381.4,499.11,414.7
8644,382.96,499.12,415.83
8794,384.61,499.13,417.02
8934,386.14,499.15,418.11
9074,387.64,499.16,419.19
9224,389.22,499.17,420.33
9364,390.68,499.18,421.39
9514,392.23,499.19,422.5
9654,393.65,499.2,423.52
9794,395.05,499.21,424.53
9944,396.48,499.22,425.59
10084,397.77,499.23,426.57
10234,399.15,499.25,427.6
10374,400.42,499.26,428.54
10514,401.69,499.27,429.47
10664,403.03,499.28,430.46
10804,404.26,499.29,431.36
10954,405.58,499.3,432.32
11094,406.79,499.31,433.19
11234,407.98,499.31,434.06
11384,409.25,499.32,434.98
11524,410.42,499.33,435.82
11674,411.65,499.34,436.71
11814,412.79,499.35,437.53
11954,413.92,499.36,438.33
12104,415.1,499.37,439.19
12244,416.2,499.38,439.97
12394,417.36,499.39,440.8
12534,418.42,499.39,441.57
12674,419.48,499.4,442.32
12824,420.59,499.41,443.12
12964,421.61,499.42,443.86
13114,422.7,499.43,444.63
13254,423.7,499.43,445.35
13394,424.68,499.44,446.06
13544,425.72,499.45,446.8
13684,426.68,499.45,447.49
13834,427.7,499.46,448.22
13974,428.63,499.47,448.88
14114,429.55,499.48,449.55
14264,430.53,499.48,450.24
14400,431.4,499.49,450.87
