Time (s),T_outer (C),T_inner (C),T_ave (C)
161,110,112.7,110.29
341,110,115.79,110.8
461,110.01,117.85,111.22
581,110.02,119.91,111.68
761,110.06,123,112.44
881,110.11,125.07,112.99
1061,110.22,128.16,113.87
1181,110.32,130.23,114.5
1301,110.45,132.3,115.15
1481,110.69,135.4,116.18
1601,110.88,137.47,116.9
1781,111.23,140.57,118.01
1901,111.49,142.64,118.79
2021,111.78,144.7,119.59
2201,112.28,147.81,120.82
2321,112.64,149.88,121.67
2501,113.24,152.98,122.99
2621,113.67,155.06,123.87
2741,114.12,157.13,124.76
2921,114.85,160.23,126.14
3041,115.36,162.3,127.09
3221,116.18,165.41,128.55
3341,116.76,167.48,129.54
3461,117.35,169.55,130.56
3641,118.29,172.66,132.11
3761,118.95,174.73,133.17
3941,119.97,177.84,134.78
4061,120.68,179.91,135.88
4181,121.42,181.98,136.99
4361,122.55,185.09,138.69
4481,123.34,187.17,139.85
4661,124.56,190.28,141.6
4781,125.39,192.35,142.79
4901,126.25,194.42,144
5081,127.57,197.53,145.83
5201,128.47,199.62,147.04
5381,129.82,202.73,148.85
5501,130.74,204.8,150.07
5621,131.68,206.88,151.32
5801,133.12,209.99,153.21
5921,134.1,212.06,154.49
6101,135.59,215.17,156.43
6221,136.61,217.25,157.74
6341,137.64,219.32,159.06
6521,139.21,222.44,161.07
6641,140.28,224.51,162.42
6821,141.92,227.63,164.47
6941,143.02,229.7,165.86
7061,144.15,231.78,167.25
7241,145.86,234.89,169.36
7361,147.02,236.97,170.78
7541,148.78,240.08,172.92
7661,149.98,242.16,174.37
7781,151.16,244.26,175.78
7961,152.92,247.37,177.88
8081,154.11,249.44,179.29
8261,155.91,252.56,181.44
8381,157.13,254.63,182.88
8501,158.35,256.71,184.34
8681,160.21,259.82,186.54
8801,161.46,261.9,188.02
8981,163.37,265.02,190.26
9101,164.65,267.09,191.76
9221,165.94,269.17,193.27
9401,167.9,272.29,195.55
9521,169.22,274.36,197.09
9701,171.22,277.48,199.4
9821,172.57,279.56,200.95
9941,173.92,281.64,202.52
10121,175.98,284.75,204.87
10241,177.37,286.83,206.45
10421,179.4,289.97,208.75
10541,180.74,292.05,210.27
10661,182.09,294.13,211.81
10841,184.12,297.24,214.12
10961,185.49,299.32,215.68
11141,187.56,302.44,218.03
11261,188.95,304.51,219.61
11381,190.35,306.59,221.19
11561,192.47,309.71,223.58
11681,193.89,311.79,225.18
11861,196.03,314.91,227.6
11981,197.47,316.98,229.22
12101,198.92,319.06,230.84
12281,201.12,322.18,233.29
12401,202.59,324.26,234.94
12581,204.81,327.38,237.41
12701,206.3,329.46,239.07
12821,207.8,331.54,240.73
13001,210,334.68,243.16
13121,211.45,336.76,244.76
13301,213.63,339.88,247.18
13421,215.1,341.96,248.8
13541,216.57,344.03,250.44
13721,218.79,347.15,252.9
13841,220.28,349.23,254.54
14021,222.53,352.35,257.03
14141,224.04,354.43,258.69
14261,225.55,356.51,260.36
14400,227.31,358.92,262.3
