Time (s),T_outer (C),T_inner (C),T_ave (C)
153.97,100,102.06,100.2
293.97,100,103.97,100.49
433.97,100,105.89,100.86
583.97,100.01,107.95,101.3
723.97,100.03,109.87,101.77
873.97,100.06,111.93,102.31
1014,100.12,113.86,102.85
1154,100.21,115.78,103.42
1304,100.33,117.85,104.07
1444,100.47,119.77,104.7
1594,100.66,121.84,105.41
1734,100.86,123.77,106.1
1874,101.1,125.69,106.81
2024,101.4,127.76,107.61
2164,101.7,129.69,108.37
2314,102.06,131.76,109.22
2454,102.43,133.69,110.03
2594,102.83,135.62,110.87
2744,103.29,137.69,111.79
2884,103.75,139.62,112.67
3034,104.28,141.69,113.63
3174,104.8,143.62,114.56
3314,105.34,145.56,115.49
3464,105.95,147.62,116.49
3604,106.55,149.56,117.44
3754,107.22,151.63,118.49
3894,107.86,153.56,119.49
4034,108.53,155.49,120.51
4184,109.27,157.56,121.63
4324,109.99,159.49,122.69
4474,110.78,161.57,123.84
4614,111.54,163.5,124.93
4754,112.32,165.43,126.04
4904,113.19,167.5,127.25
5044,114.02,169.44,128.39
5194,114.93,171.51,129.63
5334,115.8,173.45,130.8
5474,116.7,175.38,131.99
5624,117.68,177.45,133.28
5764,118.61,179.39,134.5
5914,119.63,181.46,135.82
6054,120.61,183.4,137.07
6194,121.6,185.33,138.33
6344,122.68,187.41,139.69
6484,123.71,189.34,140.98
6634,124.81,191.43,142.32
6774,125.83,193.37,143.57
6914,126.87,195.3,144.85
7064,128,197.38,146.22
7204,129.07,199.27,147.52
7354,130.23,199.33,148.75
7494,131.33,199.35,149.79
7634,132.44,199.37,150.79
7784,133.64,199.39,151.81
7924,134.77,199.4,152.72
8074,135.98,199.42,153.68
8214,137.1,199.43,154.55
8354,138.21,199.44,155.39
8504,139.39,199.45,156.28
8644,140.48,199.46,157.08
8794,141.63,199.47,157.93
8934,142.69,199.48,158.7
9074,143.73,199.49,159.46
9224,144.82,199.5,160.25
9364,145.83,199.51,160.98
9514,146.88,199.52,161.75
9654,147.85,199.53,162.45
9794,148.8,199.54,163.13
9944,149.8,199.55,163.86
10084,150.72,199.56,164.52
10234,151.68,199.57,165.21
10374,152.56,199.57,165.85
10514,153.43,199.58,166.47
10664,154.34,199.59,167.13
10804,155.18,199.6,167.73
10954,156.05,199.61,168.36
11094,156.85,199.61,168.94
11234,157.64,199.62,169.5
11384,158.47,199.63,170.1
11524,159.23,199.63,170.65
11674,160.03,199.64,171.22
11814,160.76,199.65,171.75
11954,161.48,199.65,172.26
12104,162.23,199.66,172.81
12244,162.92,199.67,173.3
12394,163.64,199.67,173.83
12534,164.31,199.68,174.3
12674,164.96,199.69,174.77
12824,165.65,199.69,175.27
12964,166.27,199.7,175.72
13114,166.93,199.7,176.19
13254,167.54,199.71,176.63
13394,168.13,199.71,177.06
13544,168.75,199.72,177.5
13684,169.33,199.72,177.92
13834,169.88,199.73,178.33
13974,170.39,199.74,178.71
14114,170.9,199.74,179.08
14264,171.43,199.75,179.46
14400,171.9,199.75,179.81
