Time (s),T_outer (C),T_inner (C),T_ave (C)
160.89,205,206.89,205.19
340.89,205,209.05,205.53
460.89,205,210.49,205.8
580.89,205.01,211.93,206.1
760.89,205.02,214.1,206.6
880.89,205.04,215.55,206.96
1060.9,205.09,217.72,207.54
1180.9,205.14,219.16,207.95
1300.9,205.2,220.61,208.37
1480.9,205.32,222.78,209.05
1600.9,205.42,224.23,209.51
1780.9,205.6,226.4,210.24
1900.9,205.74,227.85,210.75
2020.9,205.89,229.29,211.27
2200.9,206.16,231.47,212.07
2320.9,206.36,232.92,212.62
2500.9,206.69,235.09,213.48
2620.9,206.93,236.54,214.06
2740.9,207.18,237.99,214.66
2920.9,207.6,240.16,215.58
3040.9,207.9,241.61,216.21
3220.9,208.37,243.79,217.17
3340.9,208.71,245.24,217.83
3460.9,209.06,246.69,218.49
3640.9,209.62,248.86,219.52
3760.9,210.01,250.32,220.2
3940.9,210.62,252.49,221.23
4060.9,211.04,253.94,221.94
4180.9,211.48,255.39,222.66
4360.9,212.16,257.57,223.75
4480.9,212.63,259.02,224.5
4660.9,213.36,261.2,225.63
4780.9,213.86,262.65,226.4
4900.9,214.37,264.1,227.18
5080.9,215.17,266.28,228.37
5200.9,215.71,267.73,229.17
5380.9,216.55,269.91,230.39
5500.9,217.13,271.36,231.21
5620.9,217.72,272.81,232.05
5800.9,218.62,274.99,233.31
5920.9,219.24,276.44,234.17
6100.9,220.18,278.62,235.47
6220.9,220.83,280.07,236.34
6340.9,221.49,281.52,237.23
6520.9,222.49,283.7,238.57
6640.9,223.17,285.15,239.47
6820.9,224.22,287.33,240.84
6940.9,224.93,288.79,241.76
7060.9,225.65,290.24,242.69
7240.9,226.75,292.42,244.1
7360.9,227.49,293.87,245.05
7540.9,228.61,296.06,246.44
7660.9,229.36,297.52,247.37
7780.9,230.12,298.97,248.32
7960.9,231.28,301.15,249.74
8080.9,232.06,302.6,250.7
8260.9,233.24,304.78,252.16
8380.9,234.04,306.23,253.14
8500.9,234.84,307.69,254.12
8680.9,236.07,309.87,255.61
8800.9,236.89,311.32,256.61
8980.9,238.15,313.5,258.13
9100.9,238.99,314.96,259.15
9220.9,239.85,316.41,260.17
9400.9,241.14,318.59,261.71
9520.9,242.02,320.05,262.75
9700.9,243.34,322.23,264.32
9820.9,244.23,323.68,265.37
9940.9,245.13,325.14,266.43
10121,246.5,327.32,268.02
10241,247.42,328.77,269.09
10421,248.81,330.95,270.71
10541,249.74,332.41,271.79
10661,250.68,333.86,272.88
10841,252.11,336.04,274.52
10961,253.07,337.5,275.62
11141,254.52,339.68,277.28
11261,255.47,341.16,278.35
11381,256.41,342.61,279.42
11561,257.85,344.79,281.04
11681,258.81,346.24,282.13
11861,260.26,348.43,283.77
11981,261.24,349.88,284.88
12101,262.22,351.34,285.98
12281,263.7,353.52,287.65
12401,264.69,354.97,288.77
12581,266.19,357.16,290.46
12701,267.19,358.61,291.59
12821,268.21,360.07,292.73
13001,269.73,362.25,294.44
13121,270.76,363.7,295.59
13301,272.31,365.89,297.31
13421,273.35,367.34,298.47
13541,274.39,368.8,299.63
13721,275.96,370.98,301.38
13841,277.02,372.44,302.55
14021,278.62,374.62,304.31
14141,279.69,376.07,305.48
14261,280.76,377.53,306.67
14400,282.01,379.22,308.04
