Time (s),T_outer (C),T_inner (C),T_ave (C)
144,400,401.28,400.1
294,400,402.65,400.28
434,400,403.93,400.48
584,400,405.3,400.73
724,400,406.59,400.99
864,400.01,407.87,401.28
1014,400.02,409.25,401.6
1154,400.03,410.53,401.92
1304,400.06,411.91,402.28
1444,400.09,413.2,402.64
1584,400.14,414.48,403.01
1734,400.2,415.86,403.42
1874,400.27,417.15,403.81
2024,400.35,418.53,404.26
2164,400.45,419.81,404.68
2304,400.56,421.1,405.11
2454,400.69,422.48,405.6
2594,400.83,423.77,406.06
2744,400.99,425.15,406.56
2884,401.16,426.43,407.04
3024,401.34,427.72,407.54
3174,401.55,429.1,408.08
3314,401.76,430.39,408.59
3464,402,431.77,409.16
3604,402.24,433.06,409.69
3744,402.49,434.35,410.24
3894,402.77,435.73,410.84
4034,403.05,437.02,411.4
4184,403.36,438.4,412.02
4324,403.67,439.69,412.61
4464,403.98,440.97,413.2
4614,404.34,442.36,413.85
4754,404.68,443.65,414.47
4904,405.07,445.03,415.13
5044,405.43,446.32,415.76
5184,405.81,447.61,416.4
5334,406.24,448.99,417.1
5474,406.64,450.28,417.76
5624,407.09,451.66,418.47
5764,407.52,452.95,419.15
5904,407.95,454.24,419.83
6054,408.44,455.62,420.57
6194,408.9,456.91,421.27
6344,409.41,458.29,422.03
6484,409.89,459.58,422.74
6624,410.39,460.87,423.46
6774,410.93,462.26,424.25
6914,411.45,463.55,424.98
7064,412.01,464.93,425.78
7204,412.55,466.22,426.53
7344,413.09,467.51,427.29
7494,413.69,468.89,428.11
7634,414.26,470.18,428.89
7784,414.87,471.57,429.72
7924,415.46,472.86,430.51
8064,416.05,474.15,431.31
8214,416.7,475.53,432.16
8354,417.32,476.82,432.97
8504,417.98,478.21,433.84
8644,418.62,479.5,434.67
8784,419.26,480.79,435.49
8934,419.95,482.17,436.38
9074,420.61,483.47,437.22
9224,421.32,484.85,438.13
9364,422,486.14,438.98
9504,422.68,487.43,439.84
9654,423.42,488.82,440.76
9794,424.12,490.11,441.63
9944,424.88,491.49,442.57
10084,425.59,492.79,443.45
10224,426.31,494.08,444.33
10374,427.1,495.46,445.29
10514,427.83,496.75,446.18
10664,428.63,498.14,447.15
10804,429.39,499.4,448.06
10944,430.15,499.44,448.87
11094,430.97,499.46,449.67
11234,431.74,499.47,450.39
11384,432.58,499.48,451.13
11524,433.36,499.49,451.81
11664,434.15,499.5,452.46
11814,435,499.51,453.14
11954,435.79,499.52,453.77
12104,436.64,499.52,454.43
12244,437.42,499.53,455.03
12384,438.21,499.54,455.62
12534,439.04,499.54,456.24
12674,439.81,499.55,456.81
12824,440.63,499.56,457.42
12964,441.38,499.56,457.97
13104,442.13,499.57,458.52
13254,442.92,499.57,459.09
13394,443.65,499.58,459.62
13544,444.43,499.59,460.18
13684,445.14,499.59,460.7
13824,445.85,499.6,461.21
13974,446.59,499.6,461.74
14114,447.28,499.61,462.24
14264,448.01,499.61,462.76
14400,448.66,499.62,463.23
