Time (s),T_outer (C),T_inner (C),T_ave (C)
161,290,290.92,290.09
341,290,291.97,290.25
461,290,292.67,290.37
581,290,293.37,290.51
761,290.01,294.42,290.75
881,290.01,295.12,290.91
1061,290.03,296.18,291.18
1181,290.05,296.88,291.37
1301,290.07,297.58,291.57
1481,290.12,298.64,291.88
1601,290.16,299.34,292.1
1781,290.23,300.4,292.44
1901,290.28,301.1,292.68
2021,290.34,301.8,292.92
2201,290.45,302.86,293.29
2321,290.53,303.56,293.55
2501,290.67,304.62,293.94
2621,290.77,305.32,294.21
2741,290.87,306.03,294.49
2921,291.05,307.08,294.91
3041,291.17,307.79,295.2
3221,291.37,308.84,295.65
3341,291.51,309.55,295.95
3461,291.66,310.25,296.26
3641,291.9,311.31,296.74
3761,292.07,312.01,297.06
3941,292.33,313.07,297.55
4061,292.52,313.78,297.88
4181,292.71,314.48,298.22
4361,293.01,315.54,298.74
4481,293.21,316.24,299.09
4661,293.54,317.3,299.62
4781,293.76,318,299.98
4901,293.99,318.71,300.35
5081,294.34,319.77,300.9
5201,294.59,320.47,301.28
5381,294.96,321.53,301.85
5501,295.22,322.23,302.24
5621,295.48,322.94,302.63
5801,295.89,324,303.23
5921,296.17,324.7,303.63
6101,296.6,325.76,304.24
6221,296.89,326.47,304.65
6341,297.18,327.17,305.06
6521,297.64,328.23,305.69
6641,297.95,328.93,306.11
6821,298.42,329.99,306.75
6941,298.74,330.7,307.19
7061,299.07,331.4,307.62
7241,299.57,332.46,308.28
7361,299.91,333.17,308.73
7541,300.43,334.23,309.4
7661,300.78,334.93,309.85
7781,301.13,335.65,310.29
7961,301.66,336.7,310.96
8081,302.02,337.41,311.41
8261,302.57,338.47,312.09
8381,302.93,339.17,312.55
8501,303.31,339.88,313.02
8681,303.87,340.94,313.72
8801,304.25,341.64,314.19
8981,304.83,342.7,314.9
9101,305.22,343.41,315.38
9221,305.62,344.12,315.86
9401,306.22,345.18,316.59
9521,306.62,345.88,317.08
9701,307.23,346.94,317.82
9821,307.64,347.65,318.32
9941,308.06,348.35,318.82
10121,308.69,349.41,319.57
10241,309.12,350.12,320.07
10421,309.76,351.18,320.84
10541,310.19,351.89,321.35
10661,310.63,352.59,321.86
10841,311.29,353.65,322.64
10961,311.74,354.36,323.16
11141,312.41,355.42,323.94
11261,312.86,356.12,324.47
11381,313.32,356.83,324.99
11561,314.01,357.89,325.79
11681,314.47,358.6,326.32
11861,315.17,359.66,327.13
11981,315.65,360.36,327.66
12101,316.12,361.07,328.21
12281,316.84,362.13,329.02
12401,317.32,362.84,329.57
12581,318.05,363.9,330.39
12701,318.53,364.6,330.94
12821,319.02,365.31,331.49
13001,319.77,366.37,332.32
13121,320.26,367.08,332.88
13301,321.01,368.14,333.72
13421,321.52,368.85,334.28
13541,322.03,369.55,334.85
13721,322.79,370.61,335.7
13841,323.3,371.32,336.26
14021,324.08,372.38,337.12
14141,324.6,373.09,337.69
14261,325.12,373.79,338.27
14400,325.72,374.61,338.93
