Time (s),T_outer (C),T_inner (C),T_ave (C)
153.99,300,304.12,300.35
293.99,300,307.95,300.88
433.99,300,311.78,301.52
583.99,300,315.9,302.31
723.99,300.01,319.75,303.13
873.99,300.04,323.88,304.09
1014,300.09,327.73,305.05
1154,300.16,331.58,306.06
1304,300.27,335.71,307.21
1444,300.42,339.57,308.33
1594,300.62,343.7,309.58
1734,300.84,347.57,310.76
1874,301.12,351.43,311.99
2024,301.46,355.56,313.36
2164,301.83,359.42,314.68
2314,302.27,363.56,316.14
2454,302.73,367.42,317.54
2594,303.23,371.28,318.98
2744,303.83,375.42,320.56
2884,304.42,379.28,322.08
3034,305.12,383.42,323.74
3174,305.81,387.28,325.32
3314,306.55,391.17,326.91
3464,307.38,395.3,328.63
3604,308.2,399.17,330.27
3754,309.12,403.31,332.07
3894,310.03,407.17,333.78
4034,310.97,411.04,335.53
4184,312.02,415.18,337.43
4324,313.04,419.05,339.24
4474,314.18,423.19,341.22
4614,315.28,427.05,343.09
4754,316.42,430.92,344.99
4904,317.68,435.08,347.05
5044,318.88,438.95,348.97
5194,320.2,443.1,351.04
5334,321.46,446.97,353.01
5474,322.76,450.83,355.01
5624,324.19,454.98,357.18
5764,325.56,458.85,359.24
5914,327.06,462.99,361.47
6054,328.49,466.86,363.58
6194,329.96,470.73,365.71
6344,331.56,474.88,368.02
6484,333.1,478.75,370.21
6634,334.74,482.9,372.58
6774,336.31,486.78,374.79
6914,337.89,490.65,377.03
7064,339.63,494.8,379.44
7204,341.28,498.58,381.71
7354,343.07,498.7,383.84
7494,344.78,498.74,385.66
7634,346.52,498.77,387.39
7784,348.41,498.8,389.17
7924,350.2,498.83,390.76
8074,352.13,498.85,392.43
8214,353.95,498.87,393.94
8354,355.78,498.89,395.41
8504,357.73,498.91,396.96
8644,359.56,498.93,398.38
8794,361.5,498.94,399.86
8934,363.3,498.96,401.23
9074,365.09,498.97,402.57
9224,366.99,498.99,403.98
9364,368.74,499,405.28
9514,370.6,499.02,406.64
9654,372.31,499.03,407.9
9794,374.01,499.04,409.14
9944,375.81,499.06,410.45
10084,377.46,499.07,411.65
10234,379.16,499.09,412.92
10374,380.68,499.1,414.09
10514,382.19,499.11,415.23
10664,383.79,499.13,416.43
10804,385.26,499.14,417.53
10954,386.83,499.15,418.7
11094,388.28,499.16,419.76
11234,389.71,499.17,420.81
11384,391.23,499.19,421.92
11524,392.63,499.2,422.94
11674,394.12,499.21,424.02
11814,395.49,499.22,425.01
11954,396.84,499.23,425.99
12104,398.27,499.24,427.02
12244,399.59,499.25,427.97
12394,400.98,499.26,428.98
12534,402.26,499.27,429.9
12674,403.53,499.28,430.81
12824,404.87,499.29,431.78
12964,406.11,499.3,432.66
13114,407.41,499.31,433.6
13254,408.62,499.32,434.46
13394,409.8,499.33,435.32
13544,411.06,499.34,436.22
13684,412.21,499.35,437.05
13834,413.44,499.35,437.92
13974,414.56,499.36,438.73
14114,415.67,499.37,439.53
14264,416.84,499.38,440.37
14400,417.89,499.39,441.12
