Time (s),T_outer (C),T_inner (C),T_ave (C)
153.97,100,102.74,100.26
293.97,100,105.29,100.66
433.97,100,107.85,101.14
583.97,100.01,110.6,101.74
723.97,100.04,113.16,102.36
873.97,100.09,115.91,103.08
1014,100.16,118.48,103.8
1154,100.27,121.04,104.56
1304,100.44,123.8,105.42
1444,100.63,126.36,106.27
1594,100.88,129.12,107.21
1734,101.15,131.69,108.13
1874,101.47,134.26,109.09
2024,101.86,137.02,110.14
2164,102.27,139.59,111.16
2314,102.75,142.34,112.29
2454,103.24,144.93,113.37
2594,103.77,147.5,114.45
2744,104.38,150.25,115.65
2884,104.99,152.83,116.8
3034,105.68,155.59,118.06
3174,106.36,158.16,119.27
3314,107.07,160.74,120.51
3464,107.88,163.49,121.86
3604,108.67,166.07,123.15
3754,109.55,168.83,124.57
3894,110.41,171.41,125.91
4034,111.3,173.98,127.28
4184,112.28,176.75,128.77
4324,113.24,179.32,130.18
4474,114.3,182.09,131.73
4614,115.32,184.66,133.19
4754,116.37,187.24,134.67
4904,117.53,190.02,136.28
5044,118.61,192.6,137.74
5194,119.79,195.36,139.33
5334,120.92,197.94,140.85
5474,122.08,200.52,142.38
5624,123.34,203.28,144.05
5764,124.54,205.86,145.64
5914,125.86,208.63,147.35
6054,127.11,211.21,148.97
6194,128.39,213.79,150.61
6344,129.78,216.55,152.39
6484,131.1,219.13,154.06
6634,132.54,221.9,155.88
6774,133.91,224.48,157.59
6914,135.31,227.06,159.32
7064,136.82,229.83,161.19
7204,138.26,232.41,162.95
7354,139.82,235.2,164.84
7494,141.24,237.78,166.54
7634,142.68,240.36,168.26
7784,144.24,243.13,170.13
7924,145.72,245.71,171.9
8074,147.31,248.48,173.8
8214,148.82,251.06,175.6
8354,150.34,253.64,177.41
8504,151.99,256.41,179.37
8644,153.55,258.99,181.21
8794,155.24,261.76,183.2
8934,156.83,264.35,185.07
9074,158.45,266.93,186.95
9224,160.19,269.7,188.98
9364,161.84,272.28,190.89
9514,163.62,275.05,192.95
9654,165.3,277.64,194.88
9794,166.99,280.22,196.83
9944,168.74,283.02,198.81
10084,170.38,285.6,200.68
10234,172.16,288.37,202.7
10374,173.82,290.95,204.61
10514,175.5,293.54,206.53
10664,177.32,296.31,208.6
10804,179.02,298.83,210.54
10954,180.87,298.92,212.39
11094,182.6,298.95,214
11234,184.35,298.98,215.54
11384,186.23,299,217.13
11524,187.99,299.02,218.56
11674,189.87,299.04,220.05
11814,191.63,299.06,221.41
11954,193.37,299.08,222.74
12104,195.22,299.1,224.14
12244,196.92,299.11,225.41
12394,198.73,299.13,226.75
12534,200.39,299.14,227.97
12674,202.03,299.16,229.17
12824,203.76,299.17,230.44
12964,205.35,299.19,231.6
13114,207.03,299.2,232.81
13254,208.57,299.22,233.93
13394,210.08,299.23,235.03
13544,211.68,299.24,236.19
13684,213.09,299.27,237.23
13834,214.53,299.28,238.29
13974,215.85,299.29,239.27
14114,217.16,299.31,240.23
14264,218.54,299.32,241.23
14400,219.77,299.33,242.13
