Time (s),T_outer (C),T_inner (C),T_ave (C)
153.93,150,154.6,150.43
293.93,150,156.9,150.9
433.93,150,158.42,151.32
583.93,150.01,159.78,151.75
723.93,150.04,161.03,152.15
873.93,150.09,162,152.55
1013.9,150.16,162.9,152.92
1153.9,150.25,163.79,153.3
1303.9,150.37,164.75,153.7
1443.9,150.51,165.64,154.08
1593.9,150.67,166.38,154.47
1733.9,150.85,167.07,154.84
1873.9,151.04,167.76,155.2
2023.9,151.26,168.49,155.6
2163.9,151.48,169.18,155.97
2313.9,151.73,169.8,156.36
2453.9,151.97,170.38,156.73
2593.9,152.23,170.96,157.09
2743.9,152.51,171.59,157.49
2883.9,152.78,172.17,157.86
3033.9,153.08,172.72,158.25
3173.9,153.37,173.23,158.61
3313.9,153.66,173.74,158.98
3463.9,153.98,174.29,159.38
3603.9,154.28,174.8,159.75
3753.9,154.62,175.3,160.14
3893.9,154.93,175.76,160.51
4033.9,155.25,176.22,160.88
4183.9,155.6,176.72,161.27
4323.9,155.92,177.18,161.64
4473.9,156.28,177.64,162.04
4613.9,156.61,178.07,162.41
4753.9,156.95,178.49,162.77
4903.9,157.31,178.95,163.17
5043.9,157.65,179.37,163.54
5193.9,158.02,179.8,163.93
5333.9,158.37,180.19,164.29
5473.9,158.72,180.59,164.66
5623.9,159.09,181.01,165.05
5763.9,159.44,181.41,165.42
5913.9,159.82,181.81,165.81
6053.9,160.17,182.18,166.17
6193.9,160.53,182.56,166.54
6343.9,160.91,182.96,166.92
6483.9,161.26,183.33,167.29
6633.9,161.64,183.71,167.67
6773.9,162,184.06,168.03
6913.9,162.36,184.42,168.39
7063.9,162.74,184.8,168.78
7203.9,163.1,185.15,169.14
7353.9,163.49,185.51,169.52
7493.9,163.85,185.84,169.88
7633.9,164.2,186.18,170.23
7783.9,164.59,186.54,170.61
7923.9,164.95,186.87,170.96
8073.9,165.33,187.22,171.34
8213.9,165.69,187.54,171.69
8353.9,166.05,187.86,172.04
8503.9,166.43,188.2,172.41
8643.9,166.79,188.52,172.76
8793.9,167.17,188.85,173.13
8933.9,167.53,189.16,173.48
9073.9,167.89,189.47,173.82
9223.9,168.27,189.8,174.19
9363.9,168.62,190.11,174.53
9513.9,169,190.42,174.9
9653.9,169.36,190.72,175.24
9793.9,169.71,191.02,175.58
9943.9,170.09,191.33,175.94
10084,170.44,191.63,176.27
10234,170.81,191.94,176.63
10374,171.16,192.22,176.97
10514,171.51,192.51,177.3
10664,171.88,192.82,177.65
10804,172.23,193.1,177.98
10954,172.6,193.4,178.33
11094,172.94,193.68,178.66
11234,173.29,193.95,178.99
11384,173.65,194.25,179.34
11524,174,194.53,179.66
11674,174.36,194.81,180
11814,174.7,195.08,180.32
11954,175.03,195.36,180.63
12104,175.38,195.65,180.96
12244,175.7,195.91,181.26
12394,176.04,196.19,181.58
12534,176.36,196.45,181.88
12674,176.68,196.71,182.18
12824,177.01,196.99,182.5
12964,177.33,197.25,182.8
13114,177.67,197.52,183.12
13254,177.98,197.77,183.42
13394,178.29,198.02,183.71
13544,178.62,198.3,184.03
13684,178.93,198.55,184.32
13834,179.26,198.81,184.63
13974,179.57,199.06,184.93
14114,179.88,199.31,185.22
14264,180.21,199.57,185.53
14400,180.5,199.82,185.81
