Time (s),T_outer (C),T_inner (C),T_ave (C)
153.97,100,102.06,100.2
293.97,100,103.97,100.49
433.97,100,105.89,100.86
583.97,100.01,107.95,101.3
723.97,100.03,109.87,101.77
873.97,100.06,111.93,102.31
1014,100.12,113.86,102.85
1154,100.21,115.78,103.42
1304,100.33,117.85,104.07
1444,100.47,119.77,104.7
1594,100.66,121.84,105.41
1734,100.86,123.77,106.1
1874,101.1,125.69,106.81
2024,101.4,127.76,107.61
2164,101.7,129.69,108.37
2314,102.06,131.76,109.22
2454,102.43,133.69,110.03
2594,102.83,135.62,110.87
2744,103.29,137.69,111.79
2884,103.75,139.62,112.67
3034,104.28,141.69,113.63
3174,104.8,143.62,114.56
3314,105.34,145.56,115.49
3464,105.95,147.62,116.49
3604,106.55,149.56,117.44
3754,107.22,151.63,118.49
3894,107.86,153.56,119.49
4034,108.53,155.49,120.51
4184,109.27,157.56,121.63
4324,109.99,159.49,122.69
4474,110.78,161.57,123.84
4614,111.54,163.5,124.93
4754,112.32,165.43,126.04
4904,113.19,167.5,127.25
5044,114.02,169.44,128.39
5194,114.93,171.51,129.63
5334,115.8,173.45,130.8
5474,116.7,175.38,131.99
5624,117.68,177.45,133.28
5764,118.61,179.39,134.5
5914,119.63,181.46,135.82
6054,120.61,183.4,137.07
6194,121.6,185.33,138.33
6344,122.68,187.41,139.69
6484,123.71,189.34,140.98
6634,124.81,191.43,142.32
6774,125.83,193.37,143.57
6914,126.87,195.3,144.85
7064,128,197.38,146.22
7204,129.07,199.31,147.53
7354,130.23,201.39,148.93
7494,131.33,203.33,150.26
7634,132.44,205.26,151.6
7784,133.65,207.34,153.05
7924,134.79,209.27,154.41
8074,136.03,211.35,155.89
8214,137.2,213.29,157.27
8354,138.38,215.23,158.67
8504,139.67,217.3,160.17
8644,140.88,219.24,161.59
8794,142.19,221.32,163.12
8934,143.43,223.25,164.55
9074,144.68,225.19,166
9224,146.04,227.27,167.56
9364,147.31,229.21,169.02
9514,148.7,231.28,170.6
9654,150,233.22,172.08
9794,151.31,235.18,173.57
9944,152.66,237.26,175.09
10084,153.94,239.2,176.52
10234,155.31,241.27,178.07
10374,156.6,243.21,179.52
10514,157.9,245.15,180.99
10664,159.3,247.23,182.57
10804,160.62,249.16,184.06
10954,162.04,251.24,185.66
11094,163.38,253.18,187.16
11234,164.72,255.12,188.67
11384,166.18,257.2,190.3
11524,167.55,259.14,191.83
11674,169.02,261.21,193.47
11814,170.41,263.15,195.02
11954,171.81,265.09,196.56
12104,173.31,267.17,198.23
12244,174.73,269.11,199.79
12394,176.26,271.19,201.48
12534,177.69,273.13,203.05
12674,179.13,275.07,204.64
12824,180.69,277.15,206.34
12964,182.15,279.09,207.94
13114,183.69,281.2,209.61
13254,185.08,283.13,211.13
13394,186.49,285.07,212.66
13544,188,287.15,214.31
13684,189.41,289.09,215.87
13834,190.94,291.17,217.54
13974,192.37,293.11,219.1
14114,193.81,295.05,220.68
14264,195.36,297.13,222.37
14400,196.77,299.01,223.91
