Time (s),T_outer (C),T_inner (C),T_ave (C)
144,400,404.3,400.34
294,400,406.91,400.79
434,400,408.43,401.16
584,400,409.79,401.53
724,400.01,411.04,401.88
864,400.02,411.95,402.21
1014,400.05,412.91,402.55
1154,400.08,413.81,402.87
1304,400.14,414.76,403.22
1444,400.2,415.65,403.55
1584,400.28,416.35,403.87
1734,400.38,417.08,404.21
1874,400.48,417.77,404.52
2024,400.61,418.51,404.86
2164,400.74,419.19,405.18
2304,400.88,419.78,405.49
2454,401.05,420.4,405.82
2594,401.21,420.98,406.13
2744,401.39,421.6,406.46
2884,401.57,422.18,406.78
3024,401.76,422.69,407.09
3174,401.97,423.24,407.42
3314,402.17,423.75,407.73
3464,402.4,424.3,408.06
3604,402.61,424.81,408.37
3744,402.84,425.28,408.68
3894,403.08,425.77,409.01
4034,403.31,426.24,409.32
4184,403.56,426.73,409.66
4324,403.8,427.2,409.97
4464,404.05,427.62,410.28
4614,404.32,428.08,410.61
4754,404.57,428.5,410.93
4904,404.84,428.96,411.26
5044,405.1,429.38,411.57
5184,405.36,429.78,411.88
5334,405.65,430.2,412.22
5474,405.92,430.6,412.53
5624,406.21,431.02,412.86
5764,406.48,431.42,413.18
5904,406.75,431.79,413.49
6054,407.05,432.19,413.82
6194,407.33,432.56,414.13
6344,407.63,432.96,414.47
6484,407.92,433.34,414.78
6624,408.2,433.69,415.09
6774,408.51,434.07,415.42
6914,408.8,434.42,415.74
7064,409.11,434.8,416.07
7204,409.4,435.15,416.38
7344,409.69,435.49,416.69
7494,410,435.85,417.02
7634,410.3,436.18,417.33
7784,410.62,436.54,417.67
7924,410.91,436.87,417.97
8064,411.21,437.19,418.28
8214,411.53,437.54,418.61
8354,411.83,437.86,418.92
8504,412.15,438.2,419.25
8644,412.45,438.52,419.56
8784,412.75,438.83,419.87
8934,413.07,439.16,420.2
9074,413.37,439.47,420.5
9224,413.7,439.8,420.83
9364,414,440.1,421.13
9504,414.3,440.4,421.44
9654,414.63,440.72,421.77
9794,414.93,441.01,422.07
9944,415.25,441.33,422.39
10084,415.56,441.62,422.7
10224,415.86,441.91,423
10374,416.19,442.22,423.32
10514,416.49,442.5,423.62
10664,416.82,442.81,423.94
10804,417.12,443.1,424.24
10944,417.42,443.37,424.54
11094,417.75,443.67,424.86
11234,418.05,443.94,425.16
11384,418.38,444.24,425.48
11524,418.68,444.52,425.78
11664,418.99,444.79,426.07
11814,419.31,445.07,426.39
11954,419.61,445.34,426.68
12104,419.94,445.63,427
12244,420.24,445.9,427.29
12384,420.54,446.16,427.58
12534,420.86,446.43,427.9
12674,421.16,446.69,428.19
12824,421.49,446.97,428.5
12964,421.79,447.23,428.79
13104,422.09,447.48,429.08
13254,422.41,447.75,429.38
13394,422.71,448.01,429.67
13544,423.03,448.28,429.98
13684,423.32,448.53,430.26
13824,423.62,448.78,430.55
13974,423.94,449.04,430.85
14114,424.24,449.29,431.14
14264,424.55,449.56,431.44
14400,424.84,449.8,431.72
