Time (s),T_outer (C),T_inner (C),T_ave (C)
144,350,354.3,350.35
294,350,356.91,350.81
434,350,358.43,351.19
584,350,359.79,351.57
724,350.01,361.04,351.92
864,350.03,361.95,352.26
1014,350.06,362.91,352.62
1154,350.1,363.8,352.95
1304,350.17,364.76,353.31
1444,350.24,365.65,353.64
1584,350.33,366.34,353.97
1734,350.45,367.08,354.32
1874,350.57,367.77,354.64
2024,350.71,368.5,354.99
2164,350.86,369.19,355.31
2304,351.01,369.77,355.63
2454,351.19,370.39,355.98
2594,351.37,370.98,356.3
2744,351.57,371.6,356.64
2884,351.77,372.18,356.96
3024,351.97,372.69,357.28
3174,352.2,373.24,357.62
3314,352.42,373.75,357.94
3464,352.66,374.3,358.29
3604,352.89,374.81,358.61
3744,353.13,375.27,358.93
3894,353.39,375.77,359.27
4034,353.63,376.23,359.59
4184,353.9,376.73,359.94
4324,354.16,377.19,360.26
4464,354.42,377.62,360.58
4614,354.7,378.07,360.93
4754,354.97,378.5,361.25
4904,355.26,378.95,361.59
5044,355.54,379.38,361.91
5184,355.81,379.78,362.24
5334,356.11,380.2,362.58
5474,356.4,380.6,362.9
5624,356.7,381.02,363.25
5764,356.99,381.42,363.57
5904,357.28,381.79,363.89
6054,357.59,382.19,364.23
6194,357.89,382.56,364.56
6344,358.2,382.96,364.9
6484,358.5,383.33,365.22
6624,358.8,383.69,365.54
6774,359.12,384.07,365.89
6914,359.42,384.42,366.21
7064,359.75,384.8,366.55
7204,360.05,385.15,366.87
7344,360.35,385.49,367.19
7494,360.68,385.84,367.53
7634,360.99,386.18,367.85
7784,361.32,386.54,368.19
7924,361.63,386.87,368.51
8064,361.94,387.19,368.83
8214,362.27,387.54,369.17
8354,362.58,387.86,369.48
8504,362.91,388.2,369.82
8644,363.23,388.52,370.14
8784,363.54,388.83,370.45
8934,363.87,389.16,370.79
9074,364.18,389.47,371.1
9224,364.52,389.8,371.44
9364,364.83,390.1,371.75
9504,365.15,390.4,372.06
9654,365.48,390.72,372.4
9794,365.8,391.01,372.71
9944,366.13,391.33,373.04
10084,366.44,391.62,373.35
10224,366.76,391.91,373.66
10374,367.09,392.22,373.99
10514,367.41,392.5,374.3
10664,367.74,392.81,374.62
10804,368.06,393.09,374.93
10944,368.37,393.37,375.24
11094,368.7,393.67,375.56
11234,369.02,393.94,375.87
11384,369.35,394.24,376.19
11524,369.66,394.52,376.49
11664,369.97,394.79,376.8
11814,370.31,395.07,377.12
11954,370.61,395.35,377.41
12104,370.94,395.64,377.72
12244,371.24,395.9,378
12384,371.54,396.16,378.29
12534,371.86,396.44,378.6
12674,372.16,396.7,378.89
12824,372.48,396.98,379.19
12964,372.78,397.24,379.48
13104,373.07,397.49,379.76
13254,373.39,397.76,380.07
13394,373.69,398.01,380.35
13544,374,398.28,380.65
13684,374.3,398.54,380.94
13824,374.59,398.78,381.22
13974,374.91,399.05,381.52
14114,375.2,399.3,381.8
14264,375.51,399.56,382.1
14400,375.79,399.8,382.37
