Time (s),T_outer (C),T_inner (C),T_ave (C)
153.97,100,108.23,100.79
293.97,100,115.88,101.97
433.97,100.01,123.56,103.42
583.97,100.03,131.79,105.21
723.97,100.11,139.48,107.07
873.97,100.26,147.73,109.2
1014,100.49,155.43,111.31
1154,100.82,163.13,113.57
1304,101.3,171.39,116.12
1444,101.86,179.1,118.63
1594,102.6,187.36,121.43
1734,103.42,195.09,124.08
1874,104.35,202.8,126.83
2024,105.48,211.06,129.89
2164,106.66,218.78,132.86
2314,108.05,227.05,136.15
2454,109.46,234.8,139.29
2594,110.97,242.51,142.42
2744,112.7,250.78,145.89
2884,114.43,258.5,149.23
3034,116.39,266.78,152.9
3174,118.32,274.5,156.42
3314,120.34,282.27,159.94
3464,122.58,290.54,163.74
3604,124.77,298.26,167.38
3754,127.21,306.54,171.38
3894,129.58,314.27,175.19
4034,132.04,322,179.07
4184,134.71,330.33,183.15
4324,137.28,338.06,187.03
4474,140.12,346.34,191.28
4614,142.84,354.07,195.33
4754,145.64,361.81,199.44
4904,148.71,370.15,203.87
5044,151.58,377.88,207.94
5194,154.74,386.16,212.39
5334,157.76,393.9,216.62
5474,160.84,401.64,220.92
5624,164.21,409.92,225.59
5764,167.37,417.73,229.88
5914,170.79,426.01,234.49
6054,174.03,433.75,238.87
6194,177.34,441.49,243.31
6344,180.95,449.78,248.14
6484,184.38,457.52,252.7
6634,188,465.86,257.52
6774,191.43,473.6,262.06
6914,194.92,481.34,266.65
7064,198.72,489.64,271.63
7204,202.32,497.2,276.32
7354,206.25,497.44,280.74
7494,209.97,497.52,284.53
7634,213.75,497.59,288.13
7784,217.82,497.66,291.84
7924,221.51,497.73,295.13
8074,225.48,497.78,298.5
8214,229.2,497.83,301.55
8354,232.92,497.86,304.53
8504,236.89,497.9,307.65
8644,240.57,497.94,310.5
8794,244.49,497.97,313.49
8934,248.12,498,316.23
9074,251.71,498.04,318.92
9224,255.51,498.07,321.76
9364,259.02,498.1,324.36
9514,262.71,498.13,327.11
9654,265.94,498.17,329.62
9794,269.14,498.2,332.07
9944,272.53,498.23,334.63
10084,275.66,498.26,336.97
10234,278.97,498.28,339.44
10374,282.03,498.31,341.71
10514,285.05,498.33,343.94
10664,288.24,498.36,346.29
10804,291.19,498.38,348.45
10954,294.3,498.41,350.73
11094,297.17,498.43,352.83
11234,300,498.45,354.89
11384,302.99,498.48,357.07
11524,305.74,498.5,359.07
11674,308.58,498.52,361.19
11814,311.12,498.55,363.13
11954,313.62,498.57,365.03
12104,316.27,498.59,367.02
12244,318.72,498.61,368.84
12394,321.32,498.64,370.77
12534,323.71,498.65,372.53
12674,326.08,498.67,374.27
12824,328.58,498.69,376.1
12964,330.89,498.71,377.79
13114,333.33,498.73,379.57
13254,335.58,498.75,381.21
13394,337.8,498.77,382.82
13544,340.15,498.78,384.52
13684,342.31,498.8,386.09
13834,344.6,498.82,387.75
13974,346.7,498.83,389.27
14114,348.78,498.85,390.77
14264,350.97,498.87,392.36
14400,352.93,498.88,393.78
