Time (s),T_outer (C),T_inner (C),T_ave (C)
153.97,100,101.54,100.15
293.97,100,102.98,100.37
433.97,100,104.42,100.64
583.97,100.01,105.96,100.98
723.97,100.02,107.4,101.33
873.97,100.05,108.95,101.73
1014,100.09,110.39,102.14
1154,100.15,111.84,102.56
1304,100.24,113.38,103.05
1444,100.35,114.83,103.53
1594,100.49,116.38,104.06
1734,100.65,117.82,104.57
1874,100.83,119.27,105.11
2024,101.05,120.82,105.71
2164,101.28,122.27,106.28
2314,101.55,123.82,106.91
2454,101.82,125.27,107.52
2594,102.12,126.71,108.15
2744,102.47,128.26,108.84
2884,102.81,129.71,109.5
3034,103.21,131.26,110.23
3174,103.6,132.71,110.92
3314,104.01,134.16,111.63
3464,104.47,135.71,112.4
3604,104.92,137.16,113.14
3754,105.43,138.72,113.94
3894,105.92,140.16,114.71
4034,106.43,141.61,115.49
4184,107,143.17,116.34
4324,107.55,144.62,117.15
4474,108.15,146.18,118
4614,108.73,147.63,118.8
4754,109.32,149.08,119.63
4904,109.98,150.63,120.52
5044,110.6,152.08,121.37
5194,111.28,153.64,122.3
5334,111.93,155.09,123.17
5474,112.6,156.54,124.06
5624,113.33,158.09,125.02
5764,114.03,159.54,125.93
5914,114.79,161.1,126.92
6054,115.52,162.55,127.85
6194,116.26,164,128.79
6344,117.07,165.56,129.81
6484,117.83,167.01,130.77
6634,118.67,168.56,131.81
6774,119.47,170.02,132.8
6914,120.27,171.47,133.79
7064,121.15,173.03,134.86
7204,121.98,174.48,135.87
7354,122.89,176.03,136.96
7494,123.75,177.49,137.98
7634,124.61,178.94,139.02
7784,125.56,180.5,140.13
7924,126.45,181.95,141.19
8074,127.42,183.51,142.32
8214,128.33,184.96,143.39
8354,129.25,186.41,144.46
8504,130.26,187.97,145.62
8644,131.2,189.43,146.71
8794,132.2,191,147.85
8934,133.12,192.45,148.89
9074,134.05,193.9,149.95
9224,135.06,195.46,151.1
9364,136,196.91,152.18
9514,137.02,198.47,153.34
9654,137.98,199.92,154.44
9794,138.95,201.38,155.54
9944,140,202.93,156.73
10084,140.98,204.39,157.84
10234,142.05,205.95,159.05
10374,143.05,207.4,160.17
10514,144.06,208.86,161.31
10664,145.15,210.41,162.53
10804,146.18,211.87,163.68
10954,147.28,213.43,164.91
11094,148.33,214.88,166.07
11234,149.37,216.34,167.24
11384,150.51,217.89,168.49
11524,151.57,219.35,169.66
11674,152.72,220.91,170.93
11814,153.8,222.36,172.11
11954,154.89,223.82,173.3
12104,156.06,225.38,174.59
12244,157.16,226.83,175.79
12394,158.34,228.39,177.08
12534,159.46,229.85,178.29
12674,160.57,231.3,179.5
12824,161.78,232.86,180.81
12964,162.91,234.32,182.03
13114,164.1,235.9,183.31
13254,165.19,237.35,184.48
13394,166.27,238.8,185.65
13544,167.44,240.36,186.91
13684,168.53,241.82,188.09
13834,169.71,243.38,189.37
13974,170.81,244.83,190.57
14114,171.92,246.29,191.77
14264,173.11,247.84,193.06
14400,174.2,249.26,194.24
