Time (s),T_outer (C),T_inner (C),T_ave (C)
160.93,220,222.05,220.21
340.93,220,224.4,220.57
460.93,220,225.96,220.86
580.93,220.01,227.53,221.19
760.93,220.02,229.88,221.72
880.93,220.05,231.45,222.11
1060.9,220.1,233.81,222.74
1180.9,220.15,235.38,223.18
1300.9,220.21,236.95,223.64
1480.9,220.33,239.3,224.36
1600.9,220.44,240.88,224.86
1780.9,220.62,243.23,225.65
1900.9,220.77,244.81,226.19
2020.9,220.93,246.38,226.75
2200.9,221.21,248.74,227.62
2320.9,221.42,250.31,228.21
2500.9,221.77,252.67,229.13
2620.9,222.02,254.24,229.76
2740.9,222.29,255.82,230.41
2920.9,222.73,258.18,231.4
3040.9,223.05,259.75,232.07
3220.9,223.55,262.11,233.11
3340.9,223.91,263.69,233.82
3460.9,224.28,265.27,234.52
3640.9,224.87,267.63,235.59
3760.9,225.28,269.2,236.32
3940.9,225.93,271.57,237.44
4060.9,226.38,273.14,238.21
4180.9,226.84,274.72,238.98
4360.9,227.56,277.08,240.17
4480.9,228.06,278.65,240.97
4660.9,228.83,281.02,242.19
4780.9,229.37,282.59,243.02
4900.9,229.91,284.17,243.86
5080.9,230.76,286.53,245.14
5200.9,231.34,288.11,246
5380.9,232.24,290.47,247.32
5500.9,232.85,292.05,248.21
5620.9,233.48,293.62,249.1
5800.9,234.45,295.99,250.47
5920.9,235.11,297.56,251.39
6100.9,236.12,299.93,252.79
6220.9,236.81,301.51,253.73
6340.9,237.51,303.08,254.68
6520.9,238.59,305.45,256.13
6640.9,239.32,307.03,257.1
6820.9,240.44,309.39,258.58
6940.9,241.18,310.98,259.53
7060.9,241.94,312.56,260.5
7240.9,243.08,314.93,261.97
7360.9,243.86,316.5,262.96
7540.9,245.04,318.87,264.46
7660.9,245.84,320.45,265.48
7780.9,246.65,322.02,266.5
7960.9,247.89,324.39,268.04
8080.9,248.72,325.97,269.08
8260.9,249.98,328.33,270.66
8380.9,250.84,329.91,271.72
8500.9,251.7,331.49,272.78
8680.9,253.02,333.86,274.39
8800.9,253.91,335.44,275.48
8980.9,255.25,337.8,277.11
9100.9,256.16,339.38,278.21
9220.9,257.08,340.96,279.32
9400.9,258.47,343.33,280.99
9520.9,259.41,344.91,282.11
9700.9,260.84,347.28,283.8
9820.9,261.8,348.85,284.94
9940.9,262.77,350.43,286.08
10121,264.24,352.8,287.8
10241,265.22,354.38,288.96
10421,266.67,356.77,290.63
10541,267.65,358.35,291.75
10661,268.63,359.93,292.89
10841,270.11,362.29,294.6
10961,271.11,363.87,295.75
11141,272.61,366.24,297.49
11261,273.63,367.82,298.66
11381,274.64,369.4,299.83
11561,276.18,371.77,301.6
11681,277.22,373.35,302.78
11861,278.78,375.72,304.57
11981,279.83,377.3,305.77
12101,280.89,378.88,306.97
12281,282.48,381.25,308.78
12401,283.56,382.83,310
12581,285.18,385.2,311.83
12701,286.26,386.77,313.06
12821,287.36,388.35,314.29
13001,289.01,390.72,316.14
13121,290.12,392.3,317.38
13301,291.79,394.67,319.26
13421,292.92,396.25,320.51
13541,294.05,397.83,321.77
13721,295.73,400.23,323.63
13841,296.83,401.81,324.84
14021,298.49,404.18,326.67
14141,299.6,405.76,327.9
14261,300.72,407.34,329.13
14400,302.02,409.17,330.57
