Time (s),T_outer (C),T_inner (C),T_ave (C)
153.9,200,204.6,200.41
293.9,200,206.9,200.87
433.9,200,208.42,201.28
583.9,200.01,209.78,201.69
723.9,200.03,211.03,202.08
873.9,200.06,212,202.47
1013.9,200.12,212.9,202.82
1153.9,200.19,213.79,203.18
1303.9,200.29,214.75,203.57
1443.9,200.41,215.64,203.94
1593.9,200.55,216.38,204.32
1733.9,200.7,217.07,204.67
1873.9,200.87,217.76,205.02
2023.9,201.06,218.49,205.4
2163.9,201.26,219.18,205.75
2313.9,201.48,219.8,206.13
2453.9,201.7,220.38,206.48
2593.9,201.93,220.97,206.83
2743.9,202.18,221.59,207.2
2883.9,202.43,222.17,207.56
3033.9,202.7,222.72,207.94
3173.9,202.97,223.23,208.29
3313.9,203.23,223.74,208.64
3463.9,203.53,224.29,209.01
3603.9,203.81,224.8,209.37
3753.9,204.12,225.3,209.75
3893.9,204.41,225.76,210.1
4033.9,204.71,226.22,210.45
4183.9,205.03,226.72,210.83
4323.9,205.33,227.18,211.19
4473.9,205.66,227.64,211.56
4613.9,205.97,228.07,211.92
4753.9,206.29,228.49,212.27
4903.9,206.63,228.95,212.65
5043.9,206.95,229.37,213
5193.9,207.29,229.8,213.38
5333.9,207.62,230.19,213.73
5473.9,207.95,230.59,214.08
5623.9,208.3,231.01,214.46
5763.9,208.63,231.41,214.81
5913.9,208.99,231.81,215.19
6053.9,209.32,232.18,215.54
6193.9,209.66,232.55,215.89
6343.9,210.02,232.95,216.26
6483.9,210.35,233.33,216.61
6633.9,210.72,233.71,216.99
6773.9,211.06,234.06,217.33
6913.9,211.4,234.41,217.68
7063.9,211.76,234.79,218.05
7203.9,212.11,235.15,218.4
7353.9,212.47,235.51,218.77
7493.9,212.82,235.84,219.11
7633.9,213.16,236.18,219.46
7783.9,213.53,236.53,219.83
7923.9,213.87,236.87,220.17
8073.9,214.24,237.21,220.54
8213.9,214.58,237.53,220.88
8353.9,214.93,237.86,221.22
8503.9,215.3,238.2,221.58
8643.9,215.64,238.52,221.92
8793.9,216.01,238.85,222.28
8933.9,216.35,239.16,222.61
9073.9,216.7,239.47,222.95
9223.9,217.06,239.79,223.31
9363.9,217.41,240.1,223.64
9513.9,217.77,240.42,224
9653.9,218.11,240.72,224.33
9793.9,218.46,241.01,224.66
9943.9,218.82,241.33,225.01
10084,219.16,241.62,225.34
10234,219.53,241.93,225.69
10374,219.87,242.22,226.02
10514,220.2,242.5,226.34
10664,220.57,242.81,226.69
10804,220.9,243.1,227.01
10954,221.26,243.39,227.36
11094,221.6,243.67,227.68
11234,221.94,243.95,228
11384,222.29,244.24,228.34
11524,222.63,244.52,228.66
11674,222.98,244.81,229
11814,223.32,245.08,229.32
11954,223.64,245.35,229.62
12104,223.98,245.64,229.94
12244,224.3,245.91,230.24
12394,224.64,246.19,230.57
12534,224.96,246.44,230.86
12674,225.28,246.7,231.16
12824,225.61,246.98,231.48
12964,225.93,247.24,231.78
13114,226.26,247.51,232.1
13254,226.57,247.76,232.39
13394,226.88,248.02,232.69
13544,227.21,248.29,233
13684,227.52,248.54,233.3
13834,227.85,248.81,233.61
13974,228.16,249.06,233.9
14114,228.47,249.3,234.19
14264,228.79,249.57,234.5
14400,229.09,249.81,234.78
