Time (s),T_outer (C),T_inner (C),T_ave (C)
153.9,200,204.11,200.37
293.9,200,207.94,200.92
433.9,200,211.78,201.6
583.9,200.01,215.89,202.43
723.9,200.03,219.74,203.3
873.9,200.07,223.86,204.3
1013.9,200.14,227.71,205.31
1153.9,200.24,231.57,206.38
1303.9,200.4,235.7,207.58
1443.9,200.6,239.55,208.76
1593.9,200.86,243.68,210.08
1733.9,201.16,247.55,211.33
1873.9,201.51,251.4,212.62
2023.9,201.94,255.54,214.07
2163.9,202.4,259.4,215.46
2313.9,202.95,263.53,217
2453.9,203.51,267.39,218.49
2593.9,204.12,271.25,220.01
2743.9,204.84,275.39,221.69
2883.9,205.56,279.25,223.29
3033.9,206.38,283.39,225.05
3173.9,207.21,287.25,226.73
3313.9,208.07,291.13,228.42
3463.9,209.05,295.27,230.24
3603.9,210.01,299.13,231.98
3753.9,211.08,303.27,233.89
3893.9,212.13,307.14,235.71
4033.9,213.22,311,237.57
4183.9,214.43,315.14,239.59
4323.9,215.6,319.01,241.52
4473.9,216.91,323.15,243.62
4613.9,218.17,327.02,245.6
4753.9,219.47,330.88,247.62
4903.9,220.91,335.06,249.81
5043.9,222.27,338.92,251.81
5193.9,223.76,343.06,254
5333.9,225.19,346.93,256.08
5473.9,226.66,350.8,258.19
5623.9,228.27,354.94,260.49
5763.9,229.81,358.81,262.66
5913.9,231.49,362.96,265.02
6053.9,233.09,366.83,267.25
6193.9,234.73,370.7,269.51
6343.9,236.52,374.85,271.95
6483.9,238.23,378.72,274.26
6633.9,240.06,382.9,276.68
6773.9,241.79,386.77,278.95
6913.9,243.55,390.64,281.25
7063.9,245.47,394.78,283.76
7203.9,247.29,398.57,286.11
7353.9,249.26,398.69,288.33
7493.9,251.13,398.73,290.24
7633.9,253.03,398.76,292.04
7783.9,255.09,398.79,293.9
7923.9,257.04,398.82,295.57
8073.9,259.13,398.84,297.31
8213.9,261.09,398.86,298.89
8353.9,263.05,398.88,300.44
8503.9,265.15,398.9,302.06
8643.9,267.09,398.92,303.54
8793.9,269.15,398.94,305.1
8933.9,271.06,398.96,306.53
9073.9,272.94,398.97,307.93
9223.9,274.94,398.99,309.4
9363.9,276.78,399.01,310.75
9513.9,278.72,399.02,312.18
9653.9,280.52,399.04,313.49
9793.9,282.28,399.05,314.78
9943.9,284.13,399.08,316.13
10084,285.76,399.1,317.34
10234,287.47,399.12,318.61
10374,289.05,399.13,319.77
10514,290.61,399.14,320.91
10664,292.26,399.16,322.11
10804,293.78,399.17,323.22
10954,295.38,399.18,324.38
11094,296.85,399.19,325.46
11234,298.31,399.2,326.51
11384,299.85,399.22,327.63
11524,301.26,399.23,328.65
11674,302.76,399.24,329.73
11814,304.13,399.25,330.73
11954,305.48,399.26,331.71
12104,306.92,399.27,332.75
12244,308.23,399.28,333.7
12394,309.62,399.29,334.7
12534,310.9,399.3,335.63
12674,312.16,399.31,336.54
12824,313.49,399.32,337.5
12964,314.72,399.33,338.38
13114,316.01,399.34,339.32
13254,317.2,399.35,340.18
13394,318.37,399.36,341.02
13544,319.6,399.37,341.92
13684,320.74,399.38,342.74
13834,321.94,399.39,343.61
13974,323.05,399.4,344.4
14114,324.14,399.41,345.19
14264,325.28,399.42,346.02
14400,326.31,399.42,346.76
