Time (s),T_outer (C),T_inner (C),T_ave (C)
153.97,100,102.57,100.25
293.97,100,104.96,100.62
433.97,100,107.36,101.07
583.97,100.01,109.93,101.63
723.97,100.03,112.34,102.21
873.97,100.08,114.91,102.88
1014,100.15,117.32,103.56
1154,100.26,119.73,104.27
1304,100.41,122.31,105.08
1444,100.59,124.72,105.88
1594,100.82,127.3,106.76
1734,101.08,129.71,107.62
1874,101.38,132.12,108.52
2024,101.74,134.7,109.51
2164,102.13,137.11,110.47
2314,102.58,139.7,111.52
2454,103.04,142.11,112.54
2594,103.54,144.52,113.59
2744,104.11,147.11,114.7
2884,104.68,149.53,115.77
3034,105.33,152.11,116.95
3174,105.97,154.53,118.08
3314,106.64,156.94,119.24
3464,107.4,159.53,120.51
3604,108.14,161.94,121.72
3754,108.96,164.53,123.04
3894,109.77,166.94,124.3
4034,110.6,169.36,125.58
4184,111.53,171.95,126.98
4324,112.42,174.37,128.31
4474,113.42,176.96,129.75
4614,114.37,179.37,131.12
4754,115.35,181.79,132.51
4904,116.44,184.38,134.02
5044,117.48,186.8,135.45
5194,118.62,189.39,137.01
5334,119.69,191.82,138.42
5474,120.78,194.24,139.85
5624,121.97,196.83,141.4
5764,123.1,199.25,142.88
5914,124.33,201.84,144.48
6054,125.51,204.26,145.99
6194,126.7,206.68,147.52
6344,128,209.27,149.19
6484,129.24,211.69,150.75
6634,130.59,214.28,152.45
6774,131.87,216.7,154.05
6914,133.17,219.12,155.67
7064,134.59,221.71,157.42
7204,135.93,224.14,159.06
7354,137.4,226.73,160.84
7494,138.78,229.15,162.52
7634,140.19,231.57,164.21
7784,141.71,234.17,166.04
7924,143.11,236.61,167.69
8074,144.61,239.2,169.45
8214,146.02,241.62,171.12
8354,147.45,244.04,172.81
8504,149,246.64,174.63
8644,150.45,249.06,176.35
8794,152.03,251.65,178.2
8934,153.52,254.08,179.94
9074,155.02,256.5,181.7
9224,156.65,259.09,183.6
9364,158.19,261.52,185.38
9514,159.85,264.11,187.3
9654,161.41,266.54,189.1
9794,162.99,268.96,190.92
9944,164.7,271.55,192.88
10084,166.31,273.98,194.72
10234,168.05,276.57,196.7
10374,169.69,279,198.56
10514,171.3,281.45,200.37
10664,173,284.05,202.28
10804,174.59,286.47,204.08
10954,176.32,289.06,206.02
11094,177.93,291.49,207.85
11234,179.56,293.91,209.69
11384,181.32,296.51,211.67
11524,182.97,298.93,213.53
11674,184.75,301.53,215.53
11814,186.43,303.95,217.41
11954,188.11,306.37,219.3
12104,189.93,308.97,221.34
12244,191.64,311.4,223.25
12394,193.49,313.99,225.3
12534,195.22,316.42,227.23
12674,196.97,318.84,229.17
12824,198.85,321.44,231.25
12964,200.62,323.87,233.2
13114,202.48,326.5,235.25
13254,204.18,328.92,237.12
13394,205.89,331.34,239.01
13544,207.73,333.94,241.04
13684,209.46,336.37,242.95
13834,211.32,338.96,245
13974,213.07,341.39,246.93
14114,214.82,343.81,248.87
14264,216.71,346.41,250.95
14400,218.44,348.77,252.85
