Time (s),T_outer (C),T_inner (C),T_ave (C)
153.97,100,108.23,100.79
293.97,100,115.88,101.97
433.97,100.01,123.56,103.42
583.97,100.03,131.79,105.21
723.97,100.11,139.48,107.07
873.97,100.26,147.73,109.2
1014,100.49,155.43,111.31
1154,100.82,163.13,113.57
1304,101.3,171.39,116.12
1444,101.86,179.1,118.63
1594,102.6,187.36,121.43
1734,103.42,195.09,124.08
1874,104.35,202.8,126.83
2024,105.48,211.06,129.89
2164,106.66,218.78,132.86
2314,108.05,227.05,136.15
2454,109.46,234.8,139.29
2594,110.97,242.51,142.42
2744,112.7,250.78,145.89
2884,114.43,258.5,149.23
3034,116.39,266.78,152.9
3174,118.32,274.5,156.42
3314,120.34,282.27,159.94
3464,122.58,290.54,163.74
3604,124.77,298.08,167.37
3754,127.21,298.31,170.65
3894,129.58,298.39,173.38
4034,132.04,298.44,175.92
4184,134.75,298.49,178.51
4324,137.33,298.53,180.82
4474,140.15,298.56,183.2
4614,142.79,298.6,185.36
4754,145.43,298.62,187.45
4904,148.25,298.65,189.64
5044,150.86,298.68,191.63
5194,153.63,298.71,193.72
5334,156.19,298.73,195.62
5474,158.71,298.76,197.49
5624,161.36,298.78,199.45
5764,163.66,298.83,201.16
5914,166.05,298.85,202.93
6054,168.24,298.87,204.55
6194,170.41,298.89,206.13
6344,172.69,298.91,207.8
6484,174.78,298.93,209.33
6634,176.99,298.95,210.94
6774,179.02,298.97,212.41
6914,181.01,298.98,213.86
7064,183.11,299,215.39
7204,185.04,299.02,216.79
7354,187.07,299.04,218.26
7494,188.94,299.05,219.61
7634,190.77,299.07,220.94
7784,192.71,299.08,222.34
7924,194.48,299.1,223.63
8074,196.35,299.12,224.98
8214,198.06,299.13,226.22
8354,199.75,299.14,227.44
8504,201.52,299.16,228.72
8644,203.15,299.17,229.9
8794,204.86,299.19,231.14
8934,206.43,299.2,232.28
9074,207.91,299.22,233.39
9224,209.43,299.24,234.53
9364,210.83,299.25,235.58
9514,212.31,299.26,236.67
9654,213.67,299.28,237.68
9794,215.02,299.29,238.66
9944,216.44,299.3,239.7
10084,217.74,299.31,240.65
10234,219.12,299.32,241.66
10374,220.39,299.33,242.57
10514,221.64,299.34,243.48
10664,222.96,299.36,244.43
10804,224.17,299.37,245.31
10954,225.44,299.38,246.23
11094,226.61,299.39,247.08
11234,227.77,299.4,247.91
11384,228.98,299.41,248.79
11524,230.1,299.42,249.59
11674,231.28,299.43,250.44
11814,232.36,299.43,251.22
11954,233.42,299.44,251.99
12104,234.54,299.45,252.8
12244,235.57,299.46,253.54
12394,236.66,299.47,254.32
12534,237.65,299.48,255.04
12674,238.63,299.49,255.75
12824,239.67,299.5,256.49
12964,240.62,299.5,257.18
13114,241.62,299.51,257.9
13254,242.53,299.52,258.56
13394,243.44,299.53,259.21
13544,244.39,299.53,259.9
13684,245.27,299.54,260.53
13834,246.19,299.55,261.2
13974,247.03,299.56,261.81
14114,247.87,299.56,262.41
14264,248.75,299.57,263.04
14400,249.53,299.58,263.61
