Time (s),T_outer (C),T_inner (C),T_ave (C)
153.99,300,302.74,300.23
293.99,300,305.3,300.58
433.99,300,307.86,301.01
583.99,300,310.6,301.54
723.99,300.01,313.17,302.09
873.99,300.03,315.92,302.73
1014,300.06,318.49,303.37
1154,300.11,321.05,304.04
1304,300.18,323.81,304.81
1444,300.28,326.38,305.55
1594,300.41,329.13,306.39
1734,300.56,331.71,307.2
1874,300.75,334.28,308.03
2024,300.97,337.03,308.96
2164,301.22,339.61,309.86
2314,301.52,342.37,310.85
2454,301.83,344.95,311.79
2594,302.17,347.52,312.73
2744,302.57,350.28,313.78
2884,302.98,352.85,314.78
3034,303.44,355.61,315.88
3174,303.91,358.19,316.93
3314,304.4,360.76,318.01
3464,304.96,363.52,319.18
3604,305.52,366.1,320.3
3754,306.14,368.86,321.53
3894,306.75,371.44,322.7
4034,307.39,374.01,323.88
4184,308.11,376.78,325.18
4324,308.81,379.35,326.4
4474,309.58,382.12,327.74
4614,310.33,384.69,329.01
4754,311.11,387.27,330.3
4904,311.97,390.06,331.69
5044,312.79,392.63,332.97
5194,313.7,395.39,334.36
5334,314.56,397.97,335.69
5474,315.45,400.55,337.03
5624,316.43,403.31,338.5
5764,317.36,405.89,339.88
5914,318.38,408.66,341.38
6054,319.36,411.24,342.8
6194,320.36,413.82,344.24
6344,321.45,416.58,345.8
6484,322.49,419.16,347.27
6634,323.63,421.93,348.87
6774,324.72,424.51,350.37
6914,325.83,427.09,351.89
7064,327.03,429.85,353.54
7204,328.18,432.43,355.09
7354,329.43,435.21,356.76
7494,330.59,437.8,358.31
7634,331.77,440.38,359.86
7784,333.05,443.15,361.54
7924,334.27,445.73,363.13
8074,335.59,448.5,364.84
8214,336.83,451.08,366.45
8354,338.1,453.66,368.08
8504,339.47,456.43,369.84
8644,340.77,459.01,371.5
8794,342.18,461.78,373.29
8934,343.52,464.36,374.97
9074,344.87,466.94,376.67
9224,346.33,469.71,378.49
9364,347.72,472.29,380.22
9514,349.22,475.06,382.07
9654,350.64,477.65,383.82
9794,352.07,480.23,385.57
9944,353.58,483,387.47
10084,355,485.59,389.24
10234,356.54,488.36,391.14
10374,357.99,490.94,392.92
10514,359.45,493.53,394.72
10664,361.04,496.3,396.65
10804,362.54,498.82,398.45
10954,364.16,498.9,400.19
11094,365.68,498.93,401.68
11234,367.23,498.96,403.12
11384,368.89,498.98,404.6
11524,370.46,499,405.94
11674,372.15,499.02,407.34
11814,373.73,499.03,408.61
11954,375.31,499.05,409.86
12104,376.99,499.06,411.16
12244,378.56,499.08,412.36
12394,380.23,499.09,413.62
12534,381.77,499.11,414.78
12674,383.31,499.12,415.92
12824,384.93,499.13,417.12
12964,386.43,499.14,418.22
13114,388.02,499.16,419.39
13254,389.49,499.17,420.46
13394,390.94,499.18,421.51
13544,392.48,499.19,422.63
13684,393.89,499.2,423.65
13834,395.39,499.21,424.73
13974,396.77,499.22,425.73
14114,398.09,499.23,426.71
14264,399.45,499.25,427.75
14400,400.68,499.26,428.67
