Time (s),T_outer (C),T_inner (C),T_ave (C)
153.99,303.6,303.93,303.63
293.99,303.6,304.24,303.67
433.99,303.6,304.56,303.72
583.99,303.6,304.93,303.79
723.99,303.6,305.28,303.86
873.99,303.6,305.77,303.96
1014,303.61,306.24,304.06
1154,303.61,306.72,304.17
1304,303.62,307.25,304.3
1444,303.63,307.76,304.43
1594,303.65,308.45,304.59
1734,303.67,309.11,304.75
1874,303.7,309.82,304.93
2024,303.73,310.65,305.15
2164,303.77,311.42,305.36
2314,303.82,312.37,305.61
2454,303.87,313.25,305.86
2594,303.92,314.24,306.13
2744,303.99,315.39,306.45
2884,304.07,316.48,306.77
3034,304.16,317.87,307.15
3174,304.25,319.18,307.53
3314,304.36,320.57,307.93
3464,304.48,322.14,308.4
3604,304.61,323.62,308.86
3754,304.76,325.63,309.41
3894,304.91,327.52,309.97
4034,305.08,329.4,310.55
4184,305.28,331.43,311.21
4324,305.48,333.33,311.85
4474,305.72,335.94,312.6
4614,305.95,338.39,313.36
4754,306.21,340.84,314.16
4904,306.51,343.46,315.05
5044,306.81,345.93,315.91
5194,307.16,349.17,316.9
5334,307.51,352.19,317.87
5474,307.88,355.22,318.88
5624,308.31,358.46,320.01
5764,308.73,361.5,321.11
5914,309.22,365.27,322.36
6054,309.7,368.8,323.59
6194,310.21,372.33,324.86
6344,310.8,376.12,326.27
6484,311.37,379.66,327.63
6634,312.03,383.72,329.15
6774,312.67,387.53,330.61
6914,313.36,391.33,332.12
7064,314.13,395.43,333.74
7204,314.88,399.23,335.28
7354,315.72,403.3,336.97
7494,316.54,407.11,338.58
7634,317.4,410.92,340.24
7784,318.37,415,342.04
7924,319.3,418.8,343.76
8074,320.34,422.59,345.62
8214,321.35,426.13,347.37
8354,322.4,429.67,349.14
8504,323.56,433.47,351.06
8644,324.69,436.99,352.87
8794,325.92,440.28,354.78
8934,327.1,443.32,356.54
9074,328.3,446.36,358.31
9224,329.63,449.62,360.21
9364,330.9,452.65,362.01
9514,332.29,455.32,363.9
9654,333.61,457.81,365.65
9794,334.96,460.27,367.4
9944,336.44,462.89,369.28
10084,337.84,465.32,371.03
10234,339.37,467.37,372.87
10374,340.82,469.28,374.56
10514,342.28,471.19,376.25
10664,343.87,473.23,378.05
10804,345.38,475.12,379.72
10954,347,476.72,381.48
11094,348.53,478.2,383.1
11234,350.07,479.61,384.7
11384,351.73,481.03,386.39
11524,353.29,482.35,387.96
11674,354.97,483.53,389.61
11814,356.49,484.63,391.13
11954,358,485.63,392.63
12104,359.63,486.6,394.19
12244,361.14,487.5,395.62
12394,362.77,488.34,397.13
12534,364.29,489.13,398.52
12674,365.81,489.86,399.89
12824,367.43,490.58,401.34
12964,368.94,491.24,402.67
13114,370.56,491.8,404.07
13254,372.07,492.31,405.35
13394,373.57,492.81,406.62
13544,375.17,493.32,407.96
13684,376.65,493.79,409.2
13834,378.23,494.18,410.5
13974,379.7,494.54,411.69
14114,381.16,494.88,412.87
14264,382.71,495.22,414.12
14400,384.11,495.53,415.23
