Time (s),T_outer (C),T_inner (C),T_ave (C)
160.99,140,142.05,140.22
340.99,140,144.4,140.6
460.99,140,145.96,140.91
580.99,140.01,147.53,141.25
760.99,140.04,149.88,141.81
880.99,140.07,151.45,142.22
1061,140.14,153.81,142.88
1181,140.21,155.38,143.35
1301,140.3,156.95,143.83
1481,140.46,159.3,144.6
1601,140.59,160.87,145.13
1781,140.83,163.23,145.96
1901,141.02,164.8,146.53
2021,141.22,166.38,147.12
2201,141.57,168.73,148.04
2321,141.82,170.31,148.67
2501,142.24,172.67,149.65
2621,142.55,174.24,150.32
2741,142.87,175.81,151
2921,143.4,178.17,152.05
3041,143.77,179.75,152.77
3221,144.36,182.11,153.87
3341,144.78,183.68,154.62
3461,145.22,185.26,155.37
3641,145.9,187.62,156.5
3761,146.37,189.2,157.27
3941,147.11,191.56,158.46
4061,147.63,193.13,159.27
4181,148.16,194.71,160.09
4361,148.98,197.07,161.35
4481,149.54,198.65,162.2
4661,150.42,201.01,163.49
4781,151.02,202.59,164.37
4901,151.64,204.16,165.26
5081,152.59,206.53,166.62
5201,153.25,208.1,167.53
5381,154.25,210.47,168.93
5501,154.94,212.04,169.87
5621,155.64,213.62,170.82
5801,156.72,215.98,172.26
5921,157.46,217.56,173.24
6101,158.58,219.93,174.72
6221,159.35,221.5,175.72
6341,160.13,223.08,176.73
6521,161.32,225.45,178.25
6641,162.13,227.02,179.28
6821,163.37,229.39,180.84
6941,164.18,230.98,181.84
7061,165,232.56,182.85
7241,166.25,234.92,184.39
7361,167.09,236.5,185.43
7541,168.37,238.87,187
7661,169.24,240.44,188.06
7781,170.11,242.02,189.13
7961,171.45,244.39,190.75
8081,172.34,245.97,191.84
8261,173.71,248.33,193.49
8381,174.63,249.91,194.59
8501,175.56,251.49,195.71
8681,176.98,253.86,197.39
8801,177.93,255.44,198.52
8981,179.38,257.8,200.23
9101,180.36,259.38,201.38
9221,181.35,260.96,202.53
9401,182.84,263.33,204.27
9521,183.85,264.91,205.44
9701,185.37,267.28,207.21
9821,186.4,268.86,208.39
9941,187.44,270.43,209.58
10121,189.01,272.8,211.38
10241,190.06,274.38,212.58
10421,191.59,276.77,214.31
10541,192.61,278.35,215.47
10661,193.64,279.93,216.64
10841,195.2,282.3,218.41
10961,196.24,283.87,219.6
11141,197.82,286.24,221.39
11261,198.88,287.82,222.6
11381,199.95,289.4,223.8
11561,201.56,291.77,225.63
11681,202.64,293.35,226.85
11861,204.28,295.72,228.69
11981,205.38,297.3,229.92
12101,206.49,298.88,231.16
12281,208.16,301.25,233.03
12401,209.28,302.83,234.28
12581,210.98,305.2,236.17
12701,212.11,306.78,237.43
12821,213.26,308.36,238.7
13001,214.98,310.73,240.61
13121,216.14,312.31,241.88
13301,217.89,314.68,243.81
13421,219.06,316.26,245.1
13541,220.24,317.84,246.39
13721,222,320.23,248.31
13841,223.14,321.81,249.55
14021,224.86,324.18,251.43
14141,226.01,325.76,252.69
14261,227.17,327.34,253.96
14400,228.52,329.17,255.43
