Time (s),T_outer (C),T_inner (C),T_ave (C)
160.89,200,201.73,200.17
340.89,200,203.7,200.48
460.89,200,205.02,200.73
580.89,200.01,206.34,201.01
760.89,200.02,208.32,201.47
880.89,200.04,209.64,201.8
1060.9,200.09,211.63,202.33
1180.9,200.13,212.95,202.7
1300.9,200.19,214.27,203.09
1480.9,200.3,216.25,203.71
1600.9,200.39,217.58,204.14
1780.9,200.56,219.56,204.81
1900.9,200.69,220.89,205.27
2020.9,200.83,222.21,205.75
2200.9,201.08,224.2,206.48
2320.9,201.26,225.52,206.99
2500.9,201.56,227.51,207.77
2620.9,201.78,228.83,208.31
2740.9,202.02,230.16,208.86
2920.9,202.41,232.15,209.7
3040.9,202.68,233.47,210.28
3220.9,203.12,235.46,211.16
3340.9,203.43,236.79,211.76
3460.9,203.76,238.11,212.38
3640.9,204.27,240.1,213.32
3760.9,204.63,241.43,213.95
3940.9,205.2,243.42,214.93
4060.9,205.59,244.74,215.59
4180.9,206,246.08,216.24
4360.9,206.63,248.06,217.24
4480.9,207.06,249.39,217.92
4660.9,207.73,251.38,218.95
4780.9,208.2,252.71,219.66
4900.9,208.67,254.03,220.37
5080.9,209.4,256.02,221.45
5200.9,209.9,257.35,222.19
5380.9,210.68,259.34,223.31
5500.9,211.2,260.67,224.06
5620.9,211.74,262,224.83
5800.9,212.57,263.99,225.99
5920.9,213.14,265.32,226.77
6100.9,214.01,267.31,227.96
6220.9,214.6,268.63,228.76
6340.9,215.21,269.96,229.57
6520.9,216.13,271.95,230.8
6640.9,216.76,273.28,231.62
6820.9,217.71,275.28,232.88
6940.9,218.37,276.6,233.72
7060.9,219.03,277.93,234.57
7240.9,220.04,279.92,235.86
7360.9,220.72,281.25,236.73
7540.9,221.76,283.25,238.05
7660.9,222.47,284.57,238.93
7780.9,223.18,285.9,239.82
7960.9,224.27,287.9,241.17
8080.9,225.01,289.23,242.07
8260.9,226.11,291.23,243.4
8380.9,226.84,292.56,244.29
8500.9,227.59,293.89,245.19
8680.9,228.71,295.88,246.54
8800.9,229.47,297.21,247.46
8980.9,230.62,299.2,248.84
9100.9,231.4,300.53,249.76
9220.9,232.18,301.86,250.7
9400.9,233.37,303.86,252.11
9520.9,234.17,305.19,253.06
9700.9,235.38,307.18,254.49
9820.9,236.2,308.51,255.45
9940.9,237.02,309.84,256.41
10121,238.27,311.83,257.87
10241,239.11,313.16,258.85
10421,240.38,315.16,260.33
10541,241.23,316.49,261.32
10661,242.09,317.82,262.31
10841,243.4,319.81,263.81
10961,244.28,321.14,264.82
11141,245.6,323.14,266.33
11261,246.49,324.47,267.35
11381,247.39,325.8,268.37
11561,248.75,327.79,269.91
11681,249.66,329.12,270.94
11861,251.04,331.12,272.49
11981,251.97,332.45,273.54
12101,252.9,333.78,274.58
12281,254.29,335.79,276.13
12401,255.2,337.12,277.14
12581,256.58,339.12,278.67
12701,257.5,340.45,279.69
12821,258.42,341.78,280.72
13001,259.82,343.77,282.28
13121,260.76,345.1,283.32
13301,262.17,347.1,284.89
13421,263.11,348.43,285.94
13541,264.07,349.76,287
13721,265.5,351.76,288.59
13841,266.46,353.09,289.65
14021,267.91,355.08,291.26
14141,268.89,356.41,292.33
14261,269.87,357.75,293.41
14400,271,359.29,294.66
