Time (s),T_outer (C),T_inner (C),T_ave (C)
144,400,401.92,400.15
294,400,403.98,400.42
434,400,405.9,400.72
584,400,407.96,401.1
724,400,409.88,401.49
864,400.01,411.81,401.91
1014,400.03,413.87,402.4
1154,400.05,415.8,402.88
1304,400.09,417.86,403.42
1444,400.14,419.79,403.96
1584,400.21,421.72,404.51
1734,400.3,423.79,405.13
1874,400.4,425.72,405.72
2024,400.53,427.79,406.38
2164,400.68,429.72,407.02
2304,400.84,431.65,407.67
2454,401.04,433.72,408.39
2594,401.25,435.65,409.08
2744,401.49,437.72,409.84
2884,401.74,439.65,410.57
3024,402.01,441.58,411.31
3174,402.32,443.65,412.12
3314,402.64,445.58,412.89
3464,403,447.65,413.74
3604,403.35,449.59,414.54
3744,403.73,451.52,415.36
3894,404.15,453.59,416.25
4034,404.57,455.52,417.1
4184,405.04,457.6,418.03
4324,405.5,459.53,418.91
4464,405.97,461.46,419.8
4614,406.5,463.53,420.77
4754,407.02,465.47,421.69
4904,407.59,467.54,422.69
5044,408.14,469.47,423.64
5184,408.72,471.41,424.6
5334,409.35,473.48,425.64
5474,409.95,475.42,426.63
5624,410.62,477.49,427.7
5764,411.27,479.42,428.71
5904,411.93,481.36,429.74
6054,412.65,483.43,430.85
6194,413.34,485.37,431.9
6344,414.1,487.44,433.03
6484,414.83,489.38,434.11
6624,415.57,491.31,435.19
6774,416.39,493.38,436.36
6914,417.16,495.32,437.47
7064,418.01,497.39,438.67
7204,418.81,499.29,439.79
7344,419.63,499.34,440.78
7494,420.53,499.37,441.75
7634,421.38,499.38,442.61
7784,422.3,499.4,443.48
7924,423.18,499.41,444.28
8064,424.07,499.42,445.04
8214,425.02,499.43,445.84
8354,425.92,499.44,446.57
8504,426.88,499.45,447.34
8644,427.78,499.46,448.04
8784,428.67,499.46,448.73
8934,429.63,499.47,449.45
9074,430.51,499.48,450.11
9224,431.45,499.49,450.81
9364,432.32,499.49,451.45
9504,433.18,499.5,452.08
9654,434.09,499.51,452.75
9794,434.93,499.52,453.36
9944,435.82,499.52,454.01
10084,436.65,499.53,454.61
10224,437.46,499.53,455.19
10374,438.32,499.54,455.81
10514,439.11,499.55,456.39
10664,439.95,499.55,456.99
10804,440.73,499.56,457.55
10944,441.49,499.56,458.09
11094,442.3,499.57,458.67
11234,443.04,499.58,459.21
11384,443.83,499.58,459.77
11524,444.55,499.59,460.29
11664,445.27,499.59,460.8
11814,446.02,499.6,461.35
11954,446.72,499.6,461.85
12104,447.46,499.61,462.37
12244,448.13,499.61,462.86
12384,448.8,499.62,463.34
12534,449.51,499.62,463.84
12674,450.16,499.63,464.31
12824,450.85,499.63,464.8
12964,451.48,499.64,465.26
13104,452.11,499.64,465.71
13254,452.77,499.65,466.18
13394,453.38,499.65,466.62
13544,454.03,499.66,467.08
13684,454.62,499.66,467.5
13824,455.2,499.67,467.92
13974,455.82,499.67,468.37
14114,456.39,499.68,468.77
14264,457,499.68,469.21
14400,457.54,499.68,469.59
